pond,datetime,date,doy,time,temp,do,dosat
A,5/9/2020 15:15,5/9/2020,130,15:15,16.109,12.347,125.413812
A,5/9/2020 15:45,5/9/2020,130,15:45,16.152,12.409,126.158393
A,5/9/2020 16:15,5/9/2020,130,16:15,16.229,12.441,126.689918
A,5/9/2020 16:45,5/9/2020,130,16:45,16.331,12.481,127.371366
A,5/9/2020 17:15,5/9/2020,130,17:15,16.348,12.519,127.805002
A,5/9/2020 17:45,5/9/2020,130,17:45,16.39,12.631,129.062668
A,5/9/2020 18:15,5/9/2020,130,18:15,16.424,12.61,128.940459
A,5/9/2020 18:45,5/9/2020,130,18:45,16.526,12.584,128.95121
A,5/9/2020 19:15,5/9/2020,130,19:15,16.577,12.627,129.530663
A,5/9/2020 19:45,5/9/2020,130,19:45,16.611,12.669,130.05438
A,5/9/2020 20:15,5/9/2020,130,20:15,16.569,12.689,130.144788
A,5/9/2020 20:45,5/9/2020,130,20:45,16.569,12.694,130.196071
A,5/9/2020 21:15,5/9/2020,130,21:15,16.56,12.722,130.458569
A,5/9/2020 21:45,5/9/2020,130,21:45,16.552,12.708,130.293089
A,5/9/2020 22:15,5/9/2020,130,22:15,16.594,13.464,138.166149
A,5/9/2020 22:45,5/9/2020,130,22:45,16.475,13.878,142.058591
A,5/9/2020 23:15,5/9/2020,130,23:15,16.322,13.827,141.080793
A,5/9/2020 23:45,5/9/2020,130,23:45,16.135,13.67,138.928573
A,5/10/2020 0:15,5/10/2020,131,0:15,16.007,13.563,137.467649
A,5/10/2020 0:45,5/10/2020,131,0:45,15.845,13.49,136.257908
A,5/10/2020 1:15,5/10/2020,131,1:15,15.674,13.441,135.269178
A,5/10/2020 1:45,5/10/2020,131,1:45,15.546,13.404,134.528442
A,5/10/2020 2:15,5/10/2020,131,2:15,15.451,13.365,133.864548
A,5/10/2020 2:45,5/10/2020,131,2:45,15.366,13.348,133.450889
A,5/10/2020 3:15,5/10/2020,131,3:15,15.263,13.316,132.836861
A,5/10/2020 3:45,5/10/2020,131,3:45,15.203,13.271,132.217274
A,5/10/2020 4:15,5/10/2020,131,4:15,15.143,13.228,131.618789
A,5/10/2020 4:45,5/10/2020,131,4:45,15.057,13.175,130.84871
A,5/10/2020 5:15,5/10/2020,131,5:15,14.971,13.117,130.03111
A,5/10/2020 5:45,5/10/2020,131,5:45,14.902,13.051,129.184066
A,5/10/2020 6:15,5/10/2020,131,6:15,14.816,12.982,128.262159
A,5/10/2020 6:45,5/10/2020,131,6:45,14.73,12.88,127.01745
A,5/10/2020 7:15,5/10/2020,131,7:15,14.678,12.809,126.174839
A,5/10/2020 7:45,5/10/2020,131,7:45,14.652,12.731,125.335728
A,5/10/2020 8:15,5/10/2020,131,8:15,14.635,12.691,124.895807
A,5/10/2020 8:45,5/10/2020,131,8:45,14.652,12.633,124.370926
A,5/10/2020 9:15,5/10/2020,131,9:15,14.669,12.633,124.416843
A,5/10/2020 9:45,5/10/2020,131,9:45,14.738,12.684,125.106278
A,5/10/2020 10:15,5/10/2020,131,10:15,14.833,12.661,125.136732
A,5/10/2020 10:45,5/10/2020,131,10:45,14.867,12.653,125.149721
A,5/10/2020 11:15,5/10/2020,131,11:15,14.945,12.616,124.994384
A,5/10/2020 11:45,5/10/2020,131,11:45,14.979,12.751,126.424729
A,5/10/2020 12:15,5/10/2020,131,12:15,15.005,12.626,125.255659
A,5/10/2020 12:45,5/10/2020,131,12:45,14.997,12.706,126.027529
A,5/10/2020 13:15,5/10/2020,131,13:15,15.031,12.663,125.693222
A,5/10/2020 13:45,5/10/2020,131,13:45,15.022,12.781,126.839858
A,5/10/2020 14:15,5/10/2020,131,14:15,15.074,13.164,130.787396
A,5/10/2020 14:45,5/10/2020,131,14:45,15.126,13.484,134.116879
A,5/10/2020 15:15,5/10/2020,131,15:15,15.186,13.374,133.194723
A,5/10/2020 15:45,5/10/2020,131,15:45,15.237,13.381,133.410704
A,5/10/2020 16:15,5/10/2020,131,16:15,15.246,13.305,132.67864
A,5/10/2020 16:45,5/10/2020,131,16:45,15.314,13.267,132.493119
A,5/10/2020 17:15,5/10/2020,131,17:15,15.306,13.392,133.71848
A,5/10/2020 17:45,5/10/2020,131,17:45,15.297,13.274,132.51464
A,5/10/2020 18:15,5/10/2020,131,18:15,15.263,13.374,133.415454
A,5/10/2020 18:45,5/10/2020,131,18:45,15.22,14.074,140.26874
A,5/10/2020 19:15,5/10/2020,131,19:15,15.134,14.358,142.834618
A,5/10/2020 19:45,5/10/2020,131,19:45,15.031,14.305,141.99175
A,5/10/2020 20:15,5/10/2020,131,20:15,14.954,14.325,141.954087
A,5/10/2020 20:45,5/10/2020,131,20:45,14.867,14.135,139.808054
A,5/10/2020 21:15,5/10/2020,131,21:15,14.773,13.83,136.513174
A,5/10/2020 21:45,5/10/2020,131,21:45,14.695,13.518,133.207971
A,5/10/2020 22:15,5/10/2020,131,22:15,14.635,13.311,130.997406
A,5/10/2020 22:45,5/10/2020,131,22:45,14.583,13.227,130.023715
A,5/10/2020 23:15,5/10/2020,131,23:15,14.54,13.167,129.312905
A,5/10/2020 23:45,5/10/2020,131,23:45,14.479,13.133,128.807825
A,5/11/2020 0:15,5/11/2020,132,0:15,14.427,13.064,127.985968
A,5/11/2020 0:45,5/11/2020,132,0:45,14.367,13.034,127.525056
A,5/11/2020 1:15,5/11/2020,132,1:15,14.324,12.953,126.613633
A,5/11/2020 1:45,5/11/2020,132,1:45,14.272,12.914,126.089072
A,5/11/2020 2:15,5/11/2020,132,2:15,14.22,12.874,125.555658
A,5/11/2020 2:45,5/11/2020,132,2:45,14.176,12.843,125.132759
A,5/11/2020 3:15,5/11/2020,132,3:15,14.098,12.82,124.695373
A,5/11/2020 3:45,5/11/2020,132,3:45,14.072,12.763,124.070191
A,5/11/2020 4:15,5/11/2020,132,4:15,14.003,12.733,123.591245
A,5/11/2020 4:45,5/11/2020,132,4:45,13.977,12.666,122.870723
A,5/11/2020 5:15,5/11/2020,132,5:15,13.933,12.586,121.976634
A,5/11/2020 5:45,5/11/2020,132,5:45,13.899,12.517,121.217241
A,5/11/2020 6:15,5/11/2020,132,6:15,13.838,12.455,120.454965
A,5/11/2020 6:45,5/11/2020,132,6:45,13.803,12.459,120.400774
A,5/11/2020 7:15,5/11/2020,132,7:15,13.768,12.402,119.757503
A,5/11/2020 7:45,5/11/2020,132,7:45,13.716,12.387,119.475519
A,5/11/2020 8:15,5/11/2020,132,8:15,13.716,12.368,119.292259
A,5/11/2020 8:45,5/11/2020,132,8:45,13.699,12.334,118.919686
A,5/11/2020 9:15,5/11/2020,132,9:15,13.707,12.318,118.786397
A,5/11/2020 9:45,5/11/2020,132,9:45,13.751,12.349,119.201019
A,5/11/2020 10:15,5/11/2020,132,10:15,13.794,12.416,119.961435
A,5/11/2020 10:45,5/11/2020,132,10:45,13.873,12.246,118.524985
A,5/11/2020 11:15,5/11/2020,132,11:15,13.951,12.347,119.707739
A,5/11/2020 11:45,5/11/2020,132,11:45,14.003,12.054,117.000618
A,5/11/2020 12:15,5/11/2020,132,12:15,14.09,12.004,116.737965
A,5/11/2020 12:45,5/11/2020,132,12:45,14.185,12.06,117.526938
A,5/11/2020 13:15,5/11/2020,132,13:15,14.263,12.077,117.893615
A,5/11/2020 13:45,5/11/2020,132,13:45,14.41,12.022,117.734007
A,5/11/2020 14:15,5/11/2020,132,14:15,14.488,12.335,121.004797
A,5/11/2020 14:45,5/11/2020,132,14:45,14.652,12.227,120.373887
A,5/11/2020 15:15,5/11/2020,132,15:15,14.781,12.275,121.185085
A,5/11/2020 15:45,5/11/2020,132,15:45,14.893,12.461,123.320004
A,5/11/2020 16:15,5/11/2020,132,16:15,14.997,12.556,124.539718
A,5/11/2020 16:45,5/11/2020,132,16:45,15.005,12.71,126.088977
A,5/11/2020 17:15,5/11/2020,132,17:15,15.057,12.825,127.372653
A,5/11/2020 17:45,5/11/2020,132,17:45,15.091,13.053,129.732119
A,5/11/2020 18:15,5/11/2020,132,18:15,15.186,13.061,130.077485
A,5/11/2020 18:45,5/11/2020,132,18:45,15.229,13.157,131.154827
A,5/11/2020 19:15,5/11/2020,132,19:15,15.211,13.312,132.648576
A,5/11/2020 19:45,5/11/2020,132,19:45,15.22,13.266,132.215796
A,5/11/2020 20:15,5/11/2020,132,20:15,15.22,13.245,132.006499
A,5/11/2020 20:45,5/11/2020,132,20:45,15.229,13.078,130.367319
A,5/11/2020 21:15,5/11/2020,132,21:15,15.246,12.935,128.988968
A,5/11/2020 21:45,5/11/2020,132,21:45,15.246,12.941,129.0488
A,5/11/2020 22:15,5/11/2020,132,22:15,15.246,13.092,130.554586
A,5/11/2020 22:45,5/11/2020,132,22:45,15.229,12.997,129.559875
A,5/11/2020 23:15,5/11/2020,132,23:15,15.203,13.221,131.71913
A,5/11/2020 23:45,5/11/2020,132,23:45,15.203,13.13,130.812509
A,5/12/2020 0:15,5/12/2020,133,0:15,15.151,13.23,131.661367
A,5/12/2020 0:45,5/12/2020,133,0:45,15.031,13.425,133.256851
A,5/12/2020 1:15,5/12/2020,133,1:15,14.876,13.43,132.860827
A,5/12/2020 1:45,5/12/2020,133,1:45,14.747,13.596,134.127793
A,5/12/2020 2:15,5/12/2020,133,2:15,14.618,13.629,134.077407
A,5/12/2020 2:45,5/12/2020,133,2:45,14.514,13.56,133.097218
A,5/12/2020 3:15,5/12/2020,133,3:15,14.41,13.42,131.424919
A,5/12/2020 3:45,5/12/2020,133,3:45,14.306,13.323,130.179134
A,5/12/2020 4:15,5/12/2020,133,4:15,14.246,13.311,129.89142
A,5/12/2020 4:45,5/12/2020,133,4:45,14.159,13.391,130.423504
A,5/12/2020 5:15,5/12/2020,133,5:15,14.09,13.317,129.506788
A,5/12/2020 5:45,5/12/2020,133,5:45,14.029,13.201,128.206997
A,5/12/2020 6:15,5/12/2020,133,6:15,13.96,13.364,129.593481
A,5/12/2020 6:45,5/12/2020,133,6:45,13.933,13.236,128.276079
A,5/12/2020 7:15,5/12/2020,133,7:15,13.907,13.257,128.406152
A,5/12/2020 7:45,5/12/2020,133,7:45,13.881,13.144,127.238832
A,5/12/2020 8:15,5/12/2020,133,8:15,13.89,13.345,129.210176
A,5/12/2020 8:45,5/12/2020,133,8:45,13.916,13.337,129.206602
A,5/12/2020 9:15,5/12/2020,133,9:15,13.907,13.334,129.151968
A,5/12/2020 9:45,5/12/2020,133,9:45,13.968,13.415,130.110912
A,5/12/2020 10:15,5/12/2020,133,10:15,14.003,13.461,130.657484
A,5/12/2020 10:45,5/12/2020,133,10:45,14.072,13.536,131.584589
A,5/12/2020 11:15,5/12/2020,133,11:15,14.133,13.627,132.646484
A,5/12/2020 11:45,5/12/2020,133,11:45,14.202,13.646,133.032296
A,5/12/2020 12:15,5/12/2020,133,12:15,14.298,13.532,132.198166
A,5/12/2020 12:45,5/12/2020,133,12:45,14.393,13.532,132.472632
A,5/12/2020 13:15,5/12/2020,133,13:15,14.445,13.537,132.671919
A,5/12/2020 13:45,5/12/2020,133,13:45,14.557,13.612,133.732694
A,5/12/2020 14:15,5/12/2020,133,14:15,14.626,13.63,134.110554
A,5/12/2020 14:45,5/12/2020,133,14:45,14.712,13.726,135.307527
A,5/12/2020 15:15,5/12/2020,133,15:15,14.842,13.731,135.738667
A,5/12/2020 15:45,5/12/2020,133,15:45,14.936,13.802,136.718215
A,5/12/2020 16:15,5/12/2020,133,16:15,15.005,13.837,137.26933
A,5/12/2020 16:45,5/12/2020,133,16:45,15.1,13.882,137.998209
A,5/12/2020 17:15,5/12/2020,133,17:15,15.143,13.939,138.693249
A,5/12/2020 17:45,5/12/2020,133,17:45,15.177,14.052,139.919978
A,5/12/2020 18:15,5/12/2020,133,18:15,15.229,14.023,139.7875
A,5/12/2020 18:45,5/12/2020,133,18:45,15.246,14.154,141.144944
A,5/12/2020 19:15,5/12/2020,133,19:15,15.254,14.272,142.346126
A,5/12/2020 19:45,5/12/2020,133,19:45,15.271,14.334,143.016741
A,5/12/2020 20:15,5/12/2020,133,20:15,15.254,14.402,143.64272
A,5/12/2020 20:45,5/12/2020,133,20:45,15.271,14.25,142.178635
A,5/12/2020 21:15,5/12/2020,133,21:15,15.271,14.113,140.811725
A,5/12/2020 21:45,5/12/2020,133,21:45,15.289,14.193,141.664693
A,5/12/2020 22:15,5/12/2020,133,22:15,15.28,14.044,140.150379
A,5/12/2020 22:45,5/12/2020,133,22:45,15.297,14.119,140.950294
A,5/12/2020 23:15,5/12/2020,133,23:15,15.289,14.323,142.962263
A,5/12/2020 23:45,5/12/2020,133,23:45,15.306,14.408,143.863192
A,5/13/2020 0:15,5/13/2020,134,0:15,15.306,14.841,148.186676
A,5/13/2020 0:45,5/13/2020,134,0:45,15.306,14.846,148.236601
A,5/13/2020 1:15,5/13/2020,134,1:15,15.297,14.78,147.549072
A,5/13/2020 1:45,5/13/2020,134,1:45,15.289,15.011,149.829403
A,5/13/2020 2:15,5/13/2020,134,2:15,15.271,14.961,149.272601
A,5/13/2020 2:45,5/13/2020,134,2:45,15.194,14.859,148.009653
A,5/13/2020 3:15,5/13/2020,134,3:15,15.126,14.746,146.6692
A,5/13/2020 3:45,5/13/2020,134,3:45,15.022,14.686,145.745259
A,5/13/2020 4:15,5/13/2020,134,4:15,14.928,14.707,145.657671
A,5/13/2020 4:45,5/13/2020,134,4:45,14.833,14.87,146.969687
A,5/13/2020 5:15,5/13/2020,134,5:15,14.756,14.666,144.711832
A,5/13/2020 5:45,5/13/2020,134,5:45,14.652,14.741,145.124026
A,5/13/2020 6:15,5/13/2020,134,6:15,14.583,14.64,143.913751
A,5/13/2020 6:45,5/13/2020,134,6:45,14.514,14.582,143.128586
A,5/13/2020 7:15,5/13/2020,134,7:15,14.505,14.498,142.276211
A,5/13/2020 7:45,5/13/2020,134,7:45,14.479,14.543,142.637036
A,5/13/2020 8:15,5/13/2020,134,8:15,14.479,14.565,142.852811
A,5/13/2020 8:45,5/13/2020,134,8:45,14.523,14.593,143.264619
A,5/13/2020 9:15,5/13/2020,134,9:15,14.548,14.623,143.637258
A,5/13/2020 9:45,5/13/2020,134,9:45,14.592,14.631,143.853424
A,5/13/2020 10:15,5/13/2020,134,10:15,14.635,14.672,144.391402
A,5/13/2020 10:45,5/13/2020,134,10:45,14.687,14.654,144.377181
A,5/13/2020 11:15,5/13/2020,134,11:15,14.704,14.68,144.68671
A,5/13/2020 11:45,5/13/2020,134,11:45,14.79,14.7,145.15423
A,5/13/2020 12:15,5/13/2020,134,12:15,14.781,14.75,145.619553
A,5/13/2020 12:45,5/13/2020,134,12:45,14.833,14.78,146.080159
A,5/13/2020 13:15,5/13/2020,134,13:15,14.902,14.801,146.506272
A,5/13/2020 13:45,5/13/2020,134,13:45,14.893,14.828,146.744966
A,5/13/2020 14:15,5/13/2020,134,14:15,14.876,14.907,147.47255
A,5/13/2020 14:45,5/13/2020,134,14:45,14.928,14.923,147.796928
A,5/13/2020 15:15,5/13/2020,134,15:15,14.928,14.91,147.668177
A,5/13/2020 15:45,5/13/2020,134,15:45,14.936,14.94,147.990881
A,5/13/2020 16:15,5/13/2020,134,16:15,14.936,14.97,148.288051
A,5/13/2020 16:45,5/13/2020,134,16:45,14.954,14.919,147.840351
A,5/13/2020 17:15,5/13/2020,134,17:15,14.971,14.963,148.33083
A,5/13/2020 17:45,5/13/2020,134,17:45,14.936,14.946,148.050315
A,5/13/2020 18:15,5/13/2020,134,18:15,14.979,14.934,148.068928
A,5/13/2020 18:45,5/13/2020,134,18:45,14.988,15.283,151.558674
A,5/13/2020 19:15,5/13/2020,134,19:15,14.971,15.186,150.541468
A,5/13/2020 19:45,5/13/2020,134,19:45,14.936,15.558,154.112592
A,5/13/2020 20:15,5/13/2020,134,20:15,14.902,15.321,151.653442
A,5/13/2020 20:45,5/13/2020,134,20:45,14.885,15.729,155.634761
A,5/13/2020 21:15,5/13/2020,134,21:15,14.807,15.719,155.273451
A,5/13/2020 21:45,5/13/2020,134,21:45,14.816,15.66,154.720799
A,5/13/2020 22:15,5/13/2020,134,22:15,14.747,15.616,154.055576
A,5/13/2020 22:45,5/13/2020,134,22:45,14.73,15.551,153.357792
A,5/13/2020 23:15,5/13/2020,134,23:15,14.678,15.455,152.239217
A,5/13/2020 23:45,5/13/2020,134,23:45,14.643,15.381,151.395182
A,5/14/2020 0:15,5/14/2020,135,0:15,14.635,15.313,150.699668
A,5/14/2020 0:45,5/14/2020,135,0:45,14.618,15.252,150.043921
A,5/14/2020 1:15,5/14/2020,135,1:15,14.592,15.148,148.936619
A,5/14/2020 1:45,5/14/2020,135,1:45,14.557,15.151,148.852781
A,5/14/2020 2:15,5/14/2020,135,2:15,14.557,15.079,148.145408
A,5/14/2020 2:45,5/14/2020,135,2:45,14.531,15.037,147.649228
A,5/14/2020 3:15,5/14/2020,135,3:15,14.514,14.99,147.133281
A,5/14/2020 3:45,5/14/2020,135,3:45,14.479,14.928,146.413098
A,5/14/2020 4:15,5/14/2020,135,4:15,14.505,14.831,145.544109
A,5/14/2020 4:45,5/14/2020,135,4:45,14.479,14.732,144.490739
A,5/14/2020 5:15,5/14/2020,135,5:15,14.462,14.785,144.956868
A,5/14/2020 5:45,5/14/2020,135,5:45,14.471,14.722,144.3675
A,5/14/2020 6:15,5/14/2020,135,6:15,14.453,14.597,143.085593
A,5/14/2020 6:45,5/14/2020,135,6:45,14.462,14.51,142.26068
A,5/14/2020 7:15,5/14/2020,135,7:15,14.436,14.432,141.415792
A,5/14/2020 7:45,5/14/2020,135,7:45,14.445,14.346,140.600676
A,5/14/2020 8:15,5/14/2020,135,8:15,14.462,14.315,140.348837
A,5/14/2020 8:45,5/14/2020,135,8:45,14.479,14.304,140.292936
A,5/14/2020 9:15,5/14/2020,135,9:15,14.505,14.411,141.422436
A,5/14/2020 9:45,5/14/2020,135,9:45,14.505,14.514,142.433228
A,5/14/2020 10:15,5/14/2020,135,10:15,14.54,14.514,142.541772
A,5/14/2020 10:45,5/14/2020,135,10:45,14.548,14.459,142.026336
A,5/14/2020 11:15,5/14/2020,135,11:15,14.609,14.433,141.959115
A,5/14/2020 11:45,5/14/2020,135,11:45,14.643,14.415,141.886844
A,5/14/2020 12:15,5/14/2020,135,12:15,14.678,14.497,142.802454
A,5/14/2020 12:45,5/14/2020,135,12:45,14.669,14.473,142.538191
A,5/14/2020 13:15,5/14/2020,135,13:15,14.738,14.594,143.945209
A,5/14/2020 13:45,5/14/2020,135,13:45,14.799,14.619,144.382548
A,5/14/2020 14:15,5/14/2020,135,14:15,14.859,14.603,144.412001
A,5/14/2020 14:45,5/14/2020,135,14:45,14.971,14.597,144.702608
A,5/14/2020 15:15,5/14/2020,135,15:15,14.936,14.638,144.999365
A,5/14/2020 15:45,5/14/2020,135,15:45,14.928,14.567,144.271115
A,5/14/2020 16:15,5/14/2020,135,16:15,14.919,14.488,143.46079
A,5/14/2020 16:45,5/14/2020,135,16:45,14.936,14.321,141.859264
A,5/14/2020 17:15,5/14/2020,135,17:15,14.936,14.313,141.780019
A,5/14/2020 17:45,5/14/2020,135,17:45,14.962,14.236,141.096521
A,5/14/2020 18:15,5/14/2020,135,18:15,14.954,14.148,140.200099
A,5/14/2020 18:45,5/14/2020,135,18:45,14.988,14.167,140.491509
A,5/14/2020 19:15,5/14/2020,135,19:15,14.997,14.295,141.78841
A,5/14/2020 19:45,5/14/2020,135,19:45,14.979,14.603,144.7871
A,5/14/2020 20:15,5/14/2020,135,20:15,14.988,14.572,144.507819
A,5/14/2020 20:45,5/14/2020,135,20:45,14.988,14.388,142.683125
A,5/14/2020 21:15,5/14/2020,135,21:15,14.997,14.447,143.296058
A,5/14/2020 21:45,5/14/2020,135,21:45,15.014,14.661,145.47204
A,5/14/2020 22:15,5/14/2020,135,22:15,15.005,14.405,142.904148
A,5/14/2020 22:45,5/14/2020,135,22:45,15.005,14.567,144.511261
A,5/14/2020 23:15,5/14/2020,135,23:15,15.005,14.582,144.660068
A,5/14/2020 23:45,5/14/2020,135,23:45,14.997,14.706,145.865012
A,5/15/2020 0:15,5/15/2020,136,0:15,15.022,14.656,145.447536
A,5/15/2020 0:45,5/15/2020,136,0:45,15.04,14.587,144.819005
A,5/15/2020 1:15,5/15/2020,136,1:15,15.031,14.587,144.790889
A,5/15/2020 1:45,5/15/2020,136,1:45,15.031,14.655,145.465858
A,5/15/2020 2:15,5/15/2020,136,2:15,15.031,14.734,146.250014
A,5/15/2020 2:45,5/15/2020,136,2:45,15.014,14.896,147.803799
A,5/15/2020 3:15,5/15/2020,136,3:15,15.04,14.933,148.254075
A,5/15/2020 3:45,5/15/2020,136,3:45,15.04,14.901,147.936381
A,5/15/2020 4:15,5/15/2020,136,4:15,15.031,14.895,147.848104
A,5/15/2020 4:45,5/15/2020,136,4:45,15.031,14.784,146.746315
A,5/15/2020 5:15,5/15/2020,136,5:15,15.048,14.686,145.827035
A,5/15/2020 5:45,5/15/2020,136,5:45,15.048,14.573,144.704983
A,5/15/2020 6:15,5/15/2020,136,6:15,15.057,14.555,144.554305
A,5/15/2020 6:45,5/15/2020,136,6:45,15.065,14.416,143.198516
A,5/15/2020 7:15,5/15/2020,136,7:15,15.083,14.106,140.173579
A,5/15/2020 7:45,5/15/2020,136,7:45,15.1,14.25,141.656424
A,5/15/2020 8:15,5/15/2020,136,8:15,15.117,14.844,147.615322
A,5/15/2020 8:45,5/15/2020,136,8:45,15.143,14.842,147.678112
A,5/15/2020 9:15,5/15/2020,136,9:15,15.229,14.832,147.851971
A,5/15/2020 9:45,5/15/2020,136,9:45,15.297,14.881,148.557358
A,5/15/2020 10:15,5/15/2020,136,10:15,15.392,14.93,149.350699
A,5/15/2020 10:45,5/15/2020,136,10:45,15.469,14.975,150.048229
A,5/15/2020 11:15,5/15/2020,136,11:15,15.554,14.959,150.160793
A,5/15/2020 11:45,5/15/2020,136,11:45,15.614,14.968,150.443937
A,5/15/2020 12:15,5/15/2020,136,12:15,15.768,14.794,149.184383
A,5/15/2020 12:45,5/15/2020,136,12:45,15.871,14.756,149.127805
A,5/15/2020 13:15,5/15/2020,136,13:15,15.982,14.694,148.851886
A,5/15/2020 13:45,5/15/2020,136,13:45,16.203,15.777,160.572966
A,5/15/2020 14:15,5/15/2020,136,14:15,16.382,15.183,155.112659
A,5/15/2020 14:45,5/15/2020,136,14:45,16.603,15.8,162.168595
A,5/15/2020 15:15,5/15/2020,136,15:15,17.095,16.207,168.067029
A,5/15/2020 15:45,5/15/2020,136,15:45,17.264,16.044,166.962748
A,5/15/2020 16:15,5/15/2020,136,16:15,17.518,15.864,165.961229
A,5/15/2020 16:45,5/15/2020,136,16:45,17.636,15.844,166.156741
A,5/15/2020 17:15,5/15/2020,136,17:15,17.712,15.715,165.062574
A,5/15/2020 17:45,5/15/2020,136,17:45,17.763,15.67,164.76304
A,5/15/2020 18:15,5/15/2020,136,18:15,17.872,15.66,165.027788
A,5/15/2020 18:45,5/15/2020,136,18:45,17.923,15.431,162.78514
A,5/15/2020 19:15,5/15/2020,136,19:15,17.99,15.116,159.681725
A,5/15/2020 19:45,5/15/2020,136,19:45,18.007,15.091,159.473265
A,5/15/2020 20:15,5/15/2020,136,20:15,18.074,14.978,158.496805
A,5/15/2020 20:45,5/15/2020,136,20:45,18.108,14.864,157.400096
A,5/15/2020 21:15,5/15/2020,136,21:15,18.133,14.442,153.009726
A,5/15/2020 21:45,5/15/2020,136,21:45,18.15,14.417,152.798038
A,5/15/2020 22:15,5/15/2020,136,22:15,18.167,14.42,152.883028
A,5/15/2020 22:45,5/15/2020,136,22:45,18.209,14.358,152.356569
A,5/15/2020 23:15,5/15/2020,136,23:15,18.184,14.471,153.477125
A,5/15/2020 23:45,5/15/2020,136,23:45,18.192,14.35,152.218733
A,5/16/2020 0:15,5/16/2020,137,0:15,18.167,14.294,151.547157
A,5/16/2020 0:45,5/16/2020,137,0:45,18.176,14.262,151.235743
A,5/16/2020 1:15,5/16/2020,137,1:15,18.133,14.333,151.854896
A,5/16/2020 1:45,5/16/2020,137,1:45,18.083,14.326,151.625328
A,5/16/2020 2:15,5/16/2020,137,2:15,18.049,14.213,150.32452
A,5/16/2020 2:45,5/16/2020,137,2:45,17.99,14.181,149.804614
A,5/16/2020 3:15,5/16/2020,137,3:15,17.898,14.165,149.35305
A,5/16/2020 3:45,5/16/2020,137,3:45,17.788,14.082,148.142207
A,5/16/2020 4:15,5/16/2020,137,4:15,17.678,14.41,151.249384
A,5/16/2020 4:45,5/16/2020,137,4:45,17.543,14.548,152.272617
A,5/16/2020 5:15,5/16/2020,137,5:15,17.391,14.658,152.941857
A,5/16/2020 5:45,5/16/2020,137,5:45,17.205,14.813,153.963343
A,5/16/2020 6:15,5/16/2020,137,6:15,17.061,14.436,149.595672
A,5/16/2020 6:45,5/16/2020,137,6:45,16.942,14.064,145.379296
A,5/16/2020 7:15,5/16/2020,137,7:15,16.875,14.372,148.355199
A,5/16/2020 7:45,5/16/2020,137,7:45,16.908,14.249,147.187038
A,5/16/2020 8:15,5/16/2020,137,8:15,16.976,14.252,147.427284
A,5/16/2020 8:45,5/16/2020,137,8:45,17.002,15.089,156.170208
A,5/16/2020 9:15,5/16/2020,137,9:15,17.078,15.051,156.023998
A,5/16/2020 9:45,5/16/2020,137,9:45,17.12,15.335,159.107201
A,5/16/2020 10:15,5/16/2020,137,10:15,17.205,15.442,160.501043
A,5/16/2020 10:45,5/16/2020,137,10:45,17.306,15.563,162.098532
A,5/16/2020 11:15,5/16/2020,137,11:15,17.383,15.606,162.806301
A,5/16/2020 11:45,5/16/2020,137,11:45,17.501,15.538,162.493611
A,5/16/2020 12:15,5/16/2020,137,12:15,17.594,15.689,164.388576
A,5/16/2020 12:45,5/16/2020,137,12:45,17.695,15.479,162.526751
A,5/16/2020 13:15,5/16/2020,137,13:15,17.779,15.718,165.322226
A,5/16/2020 13:45,5/16/2020,137,13:45,17.881,15.78,166.323152
A,5/16/2020 14:15,5/16/2020,137,14:15,18.024,15.814,167.17183
A,5/16/2020 14:45,5/16/2020,137,14:45,18.133,15.452,163.710448
A,5/16/2020 15:15,5/16/2020,137,15:15,18.176,15.559,164.989267
A,5/16/2020 15:45,5/16/2020,137,15:45,18.251,15.444,164.021201
A,5/16/2020 16:15,5/16/2020,137,16:15,18.31,15.222,161.858459
A,5/16/2020 16:45,5/16/2020,137,16:45,18.378,15.075,160.517992
A,5/16/2020 17:15,5/16/2020,137,17:15,18.403,15.091,160.770304
A,5/16/2020 17:45,5/16/2020,137,17:45,18.47,15.217,162.334119
A,5/16/2020 18:15,5/16/2020,137,18:15,18.47,15.121,161.309996
A,5/16/2020 18:45,5/16/2020,137,18:45,18.554,15.318,163.691194
A,5/16/2020 19:15,5/16/2020,137,19:15,18.571,15.295,163.501926
A,5/16/2020 19:45,5/16/2020,137,19:45,18.647,15.19,162.630455
A,5/16/2020 20:15,5/16/2020,137,20:15,18.672,15.146,162.241705
A,5/16/2020 20:45,5/16/2020,137,20:45,18.705,15.143,162.318239
A,5/16/2020 21:15,5/16/2020,137,21:15,18.663,14.934,159.941566
A,5/16/2020 21:45,5/16/2020,137,21:45,18.697,14.93,160.009111
A,5/16/2020 22:15,5/16/2020,137,22:15,18.773,15.152,162.638814
A,5/16/2020 22:45,5/16/2020,137,22:45,18.731,15.028,161.170529
A,5/16/2020 23:15,5/16/2020,137,23:15,18.748,15.004,160.968616
A,5/16/2020 23:45,5/16/2020,137,23:45,18.756,14.923,160.125585
A,5/17/2020 0:15,5/17/2020,138,0:15,18.781,14.795,158.832589
A,5/17/2020 0:45,5/17/2020,138,0:45,18.798,15.935,171.130059
A,5/17/2020 1:15,5/17/2020,138,1:15,18.882,16.065,172.819797
A,5/17/2020 1:45,5/17/2020,138,1:45,18.932,15.882,171.024005
