pond_id,treatment,period,doy,GPP,R,NEP,dosat_dailyavg
F,reference,PULSE1,202,9.812713412,-13.17979654,-3.36708313,73.26053429166667
A,pulsed,PULSE1,203,5.358048777,-7.334229728,-1.976180951,31.48919475
B,pulsed,PULSE1,203,1.543801983,-2.302062754,-0.75826077,39.939820041666664
C,pulsed,PULSE1,203,5.364086968,-7.469558724,-2.105471756,47.719703395833335
D,reference,PULSE1,203,4.62859909,-7.013692151,-2.385093061,46.93909704166667
E,reference,PULSE1,203,6.174457988,-4.377490593,1.796967395,78.5760919375
F,reference,PULSE1,203,9.242506633,-9.496119893,-0.25361326,64.097444875
A,pulsed,PULSE1,204,7.095331138,-8.788999554,-1.693668415,46.264156375
B,pulsed,PULSE1,204,5.361027172,-7.846357458,-2.485330286,37.62701147916667
C,pulsed,PULSE1,204,2.153142262,-4.944329908,-2.791187646,41.87980795833333
D,reference,PULSE1,204,6.926167222,-7.557560002,-0.63139278,43.947512708333335
E,reference,PULSE1,204,5.062300165,-6.787586818,-1.725286654,66.11538691666667
F,reference,PULSE1,204,14.90355592,-16.40195572,-1.498399798,73.319997625
A,pulsed,PULSE1,205,10.020155280000001,-12.86964912,-2.849493831,48.21964072916666
B,pulsed,PULSE1,205,3.166821398,-4.074389633,-0.907568235,39.7968728125
C,pulsed,PULSE1,205,3.244598692,-5.464615416,-2.220016724,46.91161558333334
D,reference,PULSE1,205,4.916161182,-4.162753086,0.753408096,47.95128135416667
E,reference,PULSE1,205,7.158139878,-8.661455674,-1.503315796,82.22034804166667
F,reference,PULSE1,205,13.54451169,-16.90858205,-3.364070361,74.66340970833333
A,pulsed,PULSE1,206,8.182241099,-10.23112333,-2.048882233,48.43331045833333
B,pulsed,PULSE1,206,6.027453127,-7.685466958,-1.658013831,46.57291933333333
C,pulsed,PULSE1,206,4.896002328,-8.466119691,-3.570117363,42.8992865
D,reference,PULSE1,206,6.807438388,-8.426976366,-1.619537978,44.16826647916667
E,reference,PULSE1,206,7.439115121,-10.17401508,-2.734899961,79.529083625
F,reference,PULSE1,206,8.267018372,-10.38903805,-2.122019676,89.73544302083333
A,pulsed,PULSE1,207,7.705957094,-9.792133227,-2.086176133,62.23343354166667
B,pulsed,PULSE1,207,6.865984461,-7.397163204,-0.531178744,59.60459927083333
C,pulsed,PULSE1,207,3.363387659,-3.915756418,-0.552368759,55.30611860416667
D,reference,PULSE1,207,2.466277414,-5.116009087,-2.649731673,29.841622708333333
E,reference,PULSE1,207,4.822286164,-5.885022742,-1.062736578,76.14570475
F,reference,PULSE1,207,5.747823296,-8.653069808,-2.905246511,98.55710152083333
A,pulsed,PULSE1,208,3.289980554,-10.27961842,-6.989637864,33.8703475625
B,pulsed,PULSE1,208,1.629946449,-4.560971378,-2.93102493,49.31465185416667
C,pulsed,PULSE1,208,2.71596083,-4.994508527,-2.278547697,43.91926260416667
D,reference,PULSE1,208,NA,NA,NA,20.16268475
E,reference,PULSE1,208,10.2225378,-14.8550932,-4.632555403,54.870025104166665
F,reference,PULSE1,208,8.13389251,-15.5291239,-7.395231393,75.18279464583334
A,pulsed,PULSE1,209,3.274292323,-4.204986695,-0.930694372,16.3688865
B,pulsed,PULSE1,209,5.871360919,-7.5735947,-1.702233782,34.70840691666667
C,pulsed,PULSE1,209,4.661266819,-7.714355956,-3.053089137,28.120798520833333
D,reference,PULSE1,209,6.525463792,-9.734300166,-3.208836374,26.157523145833334
E,reference,PULSE1,209,3.931004011,-5.382161729,-1.451157718,34.779930354166666
F,reference,PULSE1,209,7.076576221,-7.148563481,-0.07198726,56.54632658333333
A,pulsed,PULSE1,210,6.303628714,-8.2242301350000009,-1.920601421,27.4818331875
B,pulsed,PULSE1,210,4.36286204,-3.326113079,1.036748961,41.18178427083333
C,pulsed,PULSE1,210,5.04788535,-6.32307638,-1.27519103,41.2662499375
D,reference,PULSE1,210,4.773972415,-9.169030976,-4.39505856,27.061636895833335
E,reference,PULSE1,210,5.187847484,-5.676907863,-0.489060379,46.4507533125
F,reference,PULSE1,210,9.72083278,-9.947311684,-0.226478905,75.7105980625
A,pulsed,PULSE2,211,3.3735416,-7.292020676,-3.918479076,17.945555375
B,pulsed,PULSE2,211,2.7177928,-3.698392373,-0.980599574,41.257407125
C,pulsed,PULSE2,211,4.092122921,-6.812083468,-2.719960547,45.634205854166666
D,reference,PULSE2,211,1.620907563,-8.171059284,-6.550151721,23.958669020833334
E,reference,PULSE2,211,2.402258677,-6.913527277,-4.5112686,31.506435645833335
F,reference,PULSE2,211,1.607935274,-6.423507275,-4.815572001,71.71412404166666
A,pulsed,PULSE2,212,5.492794176,-7.7720028,-2.279208624,22.854800458333333
B,pulsed,PULSE2,212,6.240794197,-7.357786399,-1.116992201,48.44754035416667
C,pulsed,PULSE2,212,5.960822874,-5.352534195,0.608288679,48.902000020833334
D,reference,PULSE2,212,0.607127312,-2.551488822,-1.94436151,27.846304145833333
E,reference,PULSE2,212,2.455178902,-1.744827823,0.710351079,45.9514258125
F,reference,PULSE2,212,8.230573028,-9.460435684,-1.229862656,64.23293454166667
A,pulsed,PULSE2,213,5.759791181,-8.475849333,-2.716058152,18.023762958333332
B,pulsed,PULSE2,213,9.368219923,-12.87947237,-3.511252444,47.4082310625
C,pulsed,PULSE2,213,9.372628134,-11.58968682,-2.217058685,42.198224145833336
D,reference,PULSE2,213,5.629821892,-14.06898172,-8.439159823,29.00140525
E,reference,PULSE2,213,6.813409323,-9.195356656,-2.381947333,34.16051616666667
F,reference,PULSE2,213,10.95724798,-14.74388431,-3.786636328,68.32231722916667
A,pulsed,PULSE2,214,2.814157548,-6.131453378,-3.31729583,10.495117541666666
B,pulsed,PULSE2,214,6.359035267,-5.175092049,1.183943218,61.722687791666665
C,pulsed,PULSE2,214,3.45763612,-2.867572548,0.590063572,47.10587395833333
D,reference,PULSE2,214,2.395268023,-8.014363702,-5.619095679,19.499092541666666
E,reference,PULSE2,214,5.635827409,-8.460881374,-2.825053965,31.564676666666667
F,reference,PULSE2,214,9.33882194,-14.16369217,-4.824870228,53.73867833333333
A,pulsed,PULSE2,215,4.189911997,-6.697222678,-2.507310681,18.393341958333334
B,pulsed,PULSE2,215,3.852508568,-4.057453355,-0.204944788,62.62951152083333
C,pulsed,PULSE2,215,10.8768768,-12.63472711,-1.757850308,70.79344995833333
D,reference,PULSE2,215,NA,NA,NA,31.167974395833333
E,reference,PULSE2,215,5.714123724,-6.915030128,-1.200906404,43.948474833333336
F,reference,PULSE2,215,9.890756993,-9.781590767,0.109166226,69.463264
A,pulsed,PULSE2,216,3.380663288,-6.095583132,-2.714919844,13.8913535
B,pulsed,PULSE2,216,6.951497083,-9.045411178,-2.093914095,69.01191152083334
C,pulsed,PULSE2,216,6.103022519,-7.918468364,-1.815445845,56.051245333333334
D,reference,PULSE2,216,3.370803414,-9.225129924,-5.85432651,19.1900155625
E,reference,PULSE2,216,4.129110772,-7.396253242,-3.26714247,25.300062333333333
F,reference,PULSE2,216,10.96635841,-15.91284557,-4.946487158,49.71602377083333
A,pulsed,PULSE2,217,NA,NA,NA,17.791608208333333
B,pulsed,PULSE2,217,3.459019268,-5.293305736,-1.834286467,66.00161375
C,pulsed,PULSE2,217,1.310474366,-6.086507551,-4.776033185,51.90008195833333
D,reference,PULSE2,217,NA,NA,NA,6.290357604166667
E,reference,PULSE2,217,NA,NA,NA,28.43548675
F,reference,PULSE2,217,NA,NA,NA,46.7341230625
A,pulsed,PULSE2,218,NA,NA,NA,19.3998656875
B,pulsed,PULSE2,218,3.561913604,-3.07844136,0.483472244,70.030975625
C,pulsed,PULSE2,218,2.394988108,-5.382282674,-2.987294566,52.41037608333333
D,reference,PULSE2,218,NA,NA,NA,10.599800020833333
E,reference,PULSE2,218,3.93178901,-10.54568495,-6.613895937,29.517883666666666
F,reference,PULSE2,218,2.053716211,-8.021639125,-5.967922914,46.412461729166665
A,pulsed,PULSE2,219,4.921026706,-8.390445646,-3.46941894,24.0151850625
B,pulsed,PULSE2,219,8.273860409,-10.29663899,-2.022778585,69.23108927083334
C,pulsed,PULSE2,219,5.187336746,-5.292163812,-0.104827067,63.63158422916666
D,reference,PULSE2,219,0.718563028,-3.883375185,-3.164812157,22.242919999999998
E,reference,PULSE2,219,4.121283286,-6.950059968,-2.828776681,34.764264645833336
F,reference,PULSE2,219,4.308977111,-8.430895871,-4.12191876,47.29803129166667
A,pulsed,PULSE2,220,NA,NA,NA,27.321289041666667
B,pulsed,PULSE2,220,5.289169233,-2.857653333,2.4315159,77.65533208333333
C,pulsed,PULSE2,220,10.01642473,-8.364879977,1.651544753,76.10591102083333
D,reference,PULSE2,220,NA,NA,NA,21.7130850625
E,reference,PULSE2,220,2.322365817,-10.04464593,-7.72228011,31.385327666666665
F,reference,PULSE2,220,3.000764682,-11.14302036,-8.142255674,36.7828420625
A,pulsed,PULSE2,221,3.23022127,-7.077015456,-3.846794186,41.568020625
B,pulsed,PULSE2,221,9.938671359,-13.80651914,-3.867847782,84.982129625
C,pulsed,PULSE2,221,10.63239127,-8.310405949,2.321985317,95.9217914375
D,reference,PULSE2,221,0.564634386,-4.54751759,-3.982883204,27.7717091875
E,reference,PULSE2,221,4.22907537,-8.029988575,-3.800913205,42.719167041666665
F,reference,PULSE2,221,3.27643697,-4.165643647,-0.889206678,50.9903939375
A,pulsed,PULSE2,222,5.452112199,-6.269107203,-0.816995004,55.5640906875
B,pulsed,PULSE2,222,6.379436706,-10.3793943,-3.999957594,81.94921108333334
C,pulsed,PULSE2,222,5.346676819,-4.483350452,0.863326366,90.85742464583333
D,reference,PULSE2,222,0.401081236,-3.00780906,-2.606727825,35.911375354166665
E,reference,PULSE2,222,2.632106286,-6.342400669,-3.710294382,41.488008625
F,reference,PULSE2,222,1.220493184,-3.705430148,-2.484936964,49.379878125
A,pulsed,PULSE2,223,3.775048007,-6.0231074,-2.248059393,47.85079835416666
B,pulsed,PULSE2,223,2.818795525,-3.538764733,-0.719969207,64.26253625
C,pulsed,PULSE2,223,3.57202815,-4.617893116,-1.045864965,70.19714235416667
D,reference,PULSE2,223,1.847979846,-4.539876477,-2.691896631,45.23657541666667
E,reference,PULSE2,223,3.801278147,-7.055122647,-3.2538445,41.5803696875
F,reference,PULSE2,223,3.490515703,-6.598650602,-3.108134898,43.30573308333334
A,pulsed,PULSE2,224,7.250805902,-6.918774082,0.33203182,48.90732679166667
B,pulsed,PULSE2,224,7.781019286,-6.170346856,1.610672429,69.86508541666667
C,pulsed,PULSE2,224,17.67564738,-12.01541944,5.660227948,79.99557785416667
D,reference,PULSE2,224,8.364947666,-8.699942118,-0.334994452,44.63718170833333
E,reference,PULSE2,224,5.100120498,-7.320657918,-2.22053742,39.4577113125
F,reference,PULSE2,224,NA,NA,NA,24.063632479166667
A,pulsed,PULSE2,225,11.21404533,-13.08024034,-1.866195012,57.620728854166664
B,pulsed,PULSE2,225,5.781191151,-6.215460834,-0.434269683,68.64334745833334
C,pulsed,PULSE2,225,3.98494795,-2.679126519,1.305821432,80.6133568125
D,reference,PULSE2,225,6.781906133,-8.328975335,-1.547069202,65.92291064583334
E,reference,PULSE2,225,4.417308372,-7.75525735,-3.337948978,40.80632960416666
F,reference,PULSE2,225,1.624143635,-3.338329328,-1.714185693,29.786767729166666
A,pulsed,PULSE2,226,8.965458983,-6.213639885,2.751819097,59.90615066666667
B,pulsed,PULSE2,226,8.678119859,-10.2529787,-1.574858842,70.34007414583333
C,pulsed,PULSE2,226,11.72677147,-11.5555607,0.171210762,100.57570327083333
D,reference,PULSE2,226,7.44874026,-7.283113277,0.165626983,87.20204110416667
E,reference,PULSE2,226,2.135911566,-4.269260123,-2.133348557,41.615167729166664
F,reference,PULSE2,226,1.81097942,-3.039634011,-1.228654592,40.06089760416667
A,pulsed,PULSE2,227,14.11431844,-16.93643898,-2.822120548,74.42598533333333
B,pulsed,PULSE2,227,8.04332271,-11.185886,-3.142563287,64.61166027083334
C,pulsed,PULSE2,227,8.984366574,-8.374007447,0.610359127,96.58659983333334
D,reference,PULSE2,227,9.202760019,-10.43548678,-1.23272676,92.74889460416667
E,reference,PULSE2,227,4.884312849,-6.633779885,-1.749467036,50.43225252083333
F,reference,PULSE2,227,2.460512336,-4.554971753,-2.094459417,46.420696416666665
A,pulsed,PULSE2,228,10.93772504,-13.2962216,-2.358496567,69.96514633333334
B,pulsed,PULSE2,228,6.930673887,-9.087022989,-2.156349102,59.685714041666664
C,pulsed,PULSE2,228,9.97698434,-11.88530853,-1.908324189,89.67096739583333
D,reference,PULSE2,228,6.91137185,-9.53961837,-2.628246519,80.71381727083333
E,reference,PULSE2,228,7.192578355,-10.39853373,-3.205955374,58.25787483333333
F,reference,PULSE2,228,7.572951262,-11.1171143,-3.54416304,50.63483591666667
A,pulsed,PULSE2,229,8.620587631,-9.616592458,-0.996004827,52.29548489583333
B,pulsed,PULSE2,229,6.724019781,-8.735206351,-2.01118657,48.26511070833333
C,pulsed,PULSE2,229,7.669829032,-8.052428537,-0.382599505,72.03638289583333
D,reference,PULSE2,229,9.138033232,-11.88761564,-2.749582408,61.312277145833335
E,reference,PULSE2,229,4.552500012,-8.891980939,-4.339480927,35.58806002083333
F,reference,PULSE2,229,3.991595371,-5.45264097,-1.461045599,47.849900833333336
A,pulsed,PULSE2,230,9.920673245,-12.76911553,-2.848442289,50.827142625
B,pulsed,PULSE2,230,6.728503782,-8.796673188,-2.068169406,46.89576591666667
C,pulsed,PULSE2,230,6.607697982,-7.042353034,-0.434655052,77.53092589583333
D,reference,PULSE2,230,6.70218891,-9.485233827,-2.783044917,61.20840039583333
E,reference,PULSE2,230,4.009909886,-7.321226493,-3.311316607,31.163433416666667
F,reference,PULSE2,230,7.876616554,-7.829074198,0.047542356,59.712352208333336
A,pulsed,PULSE2,231,4.977855646,-8.587208802,-3.609353156,44.71149747916667
B,pulsed,PULSE2,231,NA,NA,NA,42.101159333333335
C,pulsed,PULSE2,231,NA,NA,NA,68.64315491666667
D,reference,PULSE2,231,3.080901633,-3.074331482,0.006570151,42.83183025
E,reference,PULSE2,231,3.751000067,-5.604959399,-1.853959332,19.200267708333335
F,reference,PULSE2,231,4.194323335,-6.16806087,-1.973737534,46.06792045833333
A,pulsed,PULSE2,232,5.204966615,-10.77476851,-5.569801895,39.4806218125
B,pulsed,PULSE2,232,3.625892718,-6.418951217,-2.793058499,47.7147090625
C,pulsed,PULSE2,232,9.452416398,-7.355682688,2.09673371,79.37476985416667
D,reference,PULSE2,232,7.412661422,-9.582254233,-2.16959281,52.594200791666665
E,reference,PULSE2,232,1.053553458,-4.323026166,-3.269472708,20.441591645833334
F,reference,PULSE2,232,7.694015045,-8.875713168,-1.181698123,64.28398275
A,pulsed,PULSE2,233,6.478805989,-7.435856538,-0.957050548,46.7616293125
B,pulsed,PULSE2,233,4.990520258,-5.262027717,-0.271507459,51.61127685416667
C,pulsed,PULSE2,233,10.59501024,-11.65058751,-1.05557727,82.68085710416666
D,reference,PULSE2,233,8.901461831,-9.097438817,-0.195976986,67.17688954166667
E,reference,PULSE2,233,4.80203845,-7.382688574,-2.580650123,29.7235770625
F,reference,PULSE2,233,2.493069238,-3.62959481,-1.136525572,58.35490466666667
A,pulsed,PULSE2,234,3.832267323,-4.490247711,-0.657980388,47.25509329166667
B,pulsed,PULSE2,234,8.192760244,-10.13230851,-1.939548263,55.906408375
C,pulsed,PULSE2,234,9.102378124,-7.057128309,2.045249815,92.21977047916667
D,reference,PULSE2,234,8.240294849,-7.081539354,1.158755495,76.4117780625
E,reference,PULSE2,234,6.772895635,-8.816709658,-2.043814023,38.79391597916667
F,reference,PULSE2,234,7.47112202,-8.367294283,-0.896172263,70.71754204166666
A,pulsed,PULSE2,235,6.199685448,-10.1156285,-3.915943048,43.09081252083333
B,pulsed,PULSE2,235,5.01091968,-7.90834312,-2.89742344,48.923404625
C,pulsed,PULSE2,235,4.992272684,-6.354565505,-1.362292821,73.7534699375
D,reference,PULSE2,235,8.255991023,-12.69443162,-4.438440601,64.17595610416667
E,reference,PULSE2,235,1.107990361,-4.526530104,-3.418539743,30.168217354166668
F,reference,PULSE2,235,5.935668254,-6.820109176,-0.884440922,70.6130016875
A,pulsed,PULSE2,236,0.994198417,-5.109014068,-4.114815651,42.493738354166666
B,pulsed,PULSE2,236,7.306363363,-7.1455091,0.160854263,59.2533651875
C,pulsed,PULSE2,236,8.370223104,-4.072963839,4.297259265,74.56189768750001
D,reference,PULSE2,236,8.029490095,-6.880810116,1.148679978,65.25859039583334
E,reference,PULSE2,236,6.415484373,-6.894624533,-0.47914016,42.019914854166664
F,reference,PULSE2,236,9.16123257,-10.12434857,-0.963115998,69.590330875
A,pulsed,PULSE2,237,6.134831339,-5.561216754,0.573614586,53.37574158333334
B,pulsed,PULSE2,237,10.13120146,-13.62292833,-3.491726863,60.78644404166667
C,pulsed,PULSE2,237,6.043631064,-4.646286086,1.397344978,86.53387252083333
D,reference,PULSE2,237,10.94245543,-12.36591042,-1.423454994,86.92790639583333
E,reference,PULSE2,237,6.592840154,-8.107538635,-1.514698481,54.05148552083333
F,reference,PULSE2,237,4.01946751,-7.041552058,-3.022084549,70.69141539583333
A,pulsed,PULSE2,238,8.351111623,-9.768709893,-1.41759827,71.7382880625
B,pulsed,PULSE2,238,8.720369289,-11.99615784,-3.275788556,65.80240829166667
C,pulsed,PULSE2,238,6.48970055,-6.729441823,-0.239741273,72.08967814583333
D,reference,PULSE2,238,11.64514045,-11.00830893,0.636831526,97.0562165625
E,reference,PULSE2,238,8.470563501,-10.67550829,-2.204944785,56.872625625
F,reference,PULSE2,238,6.42823722,-7.57674028,-1.14850306,79.0109816875
A,pulsed,PULSE2,239,11.86249485,-13.51990132,-1.657406472,63.29986202083333
B,pulsed,PULSE2,239,5.287221655,-7.312475004,-2.025253349,53.72370670833333
C,pulsed,PULSE2,239,6.452720656,-8.936021514,-2.4833008580000002,69.60199470833334
D,reference,PULSE2,239,13.4749425,-12.57303072,0.901911785,104.020233625
E,reference,PULSE2,239,8.111656335,-12.05107171,-3.939415376,48.130127875
F,reference,PULSE2,239,8.183489167,-9.99855578,-1.815066613,75.02900779166667
A,pulsed,PULSE2,240,11.08660614,-13.28527498,-2.198668844,65.94782947916667
B,pulsed,PULSE2,240,7.327224899,-7.74602453,-0.418799631,51.5809243125
C,pulsed,PULSE2,240,5.873729789,-8.460849341,-2.587119552,61.621962375
D,reference,PULSE2,240,12.05227726,-11.32322203,0.729055222,110.0992019375
E,reference,PULSE2,240,9.146653421,-12.97492198,-3.828268562,39.12828727083333
F,reference,PULSE2,240,8.971005348,-9.878526525,-0.907521178,69.36546514583333
A,pulsed,PULSE2,241,NA,NA,NA,NA
B,pulsed,PULSE2,241,NA,NA,NA,NA
C,pulsed,PULSE2,241,NA,NA,NA,NA
D,reference,PULSE2,241,NA,NA,NA,NA
E,reference,PULSE2,241,NA,NA,NA,NA
F,reference,PULSE2,241,NA,NA,NA,NA
NA,NA,NA,242,NA,NA,NA,NA
NA,NA,NA,243,NA,NA,NA,NA
NA,NA,NA,244,NA,NA,NA,NA
