pond_id,treatment,date,doy,period,period2,week,ch4_flux,co2_flux,n2o_flux,ch4_lake,n2o_lake,co2_lake,GPP,R,NEP,tn,tp,nox,srp,temp,do_sat,do,ph,chla,cond,sp_cond,phyco,salinity,bottom_temp,bottom_do_sat,bottom_do,bottom_ph,bottom_chla,bottom_cond,bottom_sp_cond,bottom_phyco,bottom_salinity,wind_speed,wind_U10,DEA,methanogenesis,alkalinity,doc_ppb,zmix_daily,zmix_ghg_time,zmix_prev24,perc_strat_prev24,sonde_zmix,sonde_strat,ch4_ebu_flux,np_ratio,doc_ppm
A,pulsed,2020-05-21,142,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.370370370370367,173.15925925925927,16.941481481481482,8.777037037037037,30.955925925925925,271.2074074074074,324.72222222222223,0.5474074074074075,0.16,15.009722222222223,98.0625,9.82675,7.4695,11.43225,356.0825,440.0775,0.379,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,stratified,NA,NA,NA
A,pulsed,2020-05-22,143,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2484,43.2,0.042644,0,16.21296296296295,126.11666666666667,12.385555555555555,8.92,15.315555555555555,278.45,334.7055555555556,0.6816666666666666,0.16,15.75,83.04166666666666,8.220833333333333,7.9,24.167499999999997,360.325,437.58333333333337,0.3966666666666667,0.20916666666666667,NA,NA,NA,NA,NA,7329.775,NA,NA,NA,NA,1.6,mixed,NA,12.71891293479037,7.329775
A,pulsed,2020-05-23,144,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.120181405895696,163.24081632653062,15.716326530612244,9.33265306122449,10.937755102040816,281.6020408163265,331.4714285714286,0.40755102040816327,0.16,15.373765432098764,55.79666666666667,5.5696666666666665,8.062166666666666,35.81366666666667,361.83333333333337,443.31944444444446,0.6245555555555555,0.2145,0.3358333333333333,0.3828003910518179,NA,NA,NA,NA,NA,NA,NA,NA,1.6,mixed,NA,NA,NA
A,pulsed,2020-05-24,145,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.53317901234569,168.24722222222223,16.05625,8.975833333333334,9.85138888888889,280.60555555555555,327.2861111111111,0.35388888888888886,0.15527777777777776,14.899305555555538,29.268749999999997,2.9528125,7.574375,21.7965625,382.515625,473.89375,0.95,0.22875,0.5549999999999999,0.6326180159814161,NA,NA,NA,NA,1.5567428223064517,1.75,1.75,0,1.6,mixed,NA,NA,NA
A,pulsed,2020-05-25,146,BASE,BASE,1,4.15363097996966,-7.9196216015988155,0.002440616831387528,8.613511651524002,0.012036283820266225,0.7694261971431526,6.22813058207927,-2.5006373673733786,3.7274932147058917,0.427385,33.95,0.026329,0,18.587606837606835,178.2923076923077,16.61423076923077,8.76596153846154,9.708076923076923,272.4,310.4384615384615,0.01730769230769231,0.14711538461538462,14.756944444444429,42.44333333333333,4.293916666666666,7.319000000000001,17.6325,451.84416666666664,561.7475,1.2633333333333334,0.2735,0.29354166666666665,0.3345941383325133,1.9562079257936369e-4,0.0059707336461407665,NA,23729.775,1.6197916666666667,1.5,1.5254928223064517,8.333333333333332,1.9,mixed,NA,27.84592484925598,23.729775
A,pulsed,2020-05-25,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.09,23729.775,1.6197916666666667,1.5,1.5254928223064517,8.333333333333332,1.9,mixed,NA,NA,23.729775
A,pulsed,2020-05-26,147,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,0.33782687923291455,-0.23418216266701508,0.10364471656589946,NA,NA,NA,NA,19.661904761904754,144.78857142857143,13.226285714285714,8.67142857142857,9.042,241.56285714285715,269.1514285714286,-0.05171428571428572,0.126,16.03935185185185,59.9625,5.9025,7.4470833333333335,27.196666666666665,349.58333333333337,421.725,0.19208333333333333,0.20500000000000002,0.51375,0.5855991093882028,NA,NA,NA,NA,1.618199241943236,1.5833333333333333,1.6458333333333333,0,1.6,mixed,NA,NA,NA
A,pulsed,2020-05-27,148,BASE,BASE,1,1.990240090350606,-7.8935846061712285,0.0013886242669564719,4.042685217365848,0.01072080552042702,0.7886759136935089,NA,NA,NA,0.0483,31.5,0.043632,0,20.17270531400966,163.85,14.829673913043479,8.781630434782608,7.6070652173913045,262.5108695652174,289.5869565217391,-0.09217391304347826,0.13858695652173914,15.23530595813205,34.15760869565217,3.4204710144927537,7.194202898550724,169.37728260869565,405.49746376811595,498.47644927536237,0.6310507246376812,0.24282608695652175,0.17729166666666668,0.20208631066073016,NA,NA,NA,6989.775,1.609375,1.625,1.618199241943236,2.083333333333333,1.6,mixed,NA,3.3917101159440994,6.989775
A,pulsed,2020-05-27,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.98,6989.775,1.609375,1.625,1.618199241943236,2.083333333333333,1.6,mixed,NA,NA,6.989775
A,pulsed,2020-05-28,149,BASE,BASE,NA,NA,NA,NA,NA,NA,NA,3.2644069142162335,-3.9410706600733714,-0.6766637458571378,NA,NA,NA,NA,20.933489827856018,139.1169014084507,12.41943661971831,8.56323943661972,8.734225352112675,249.9943661971831,271.3816901408451,-0.07859154929577465,0.12943661971830986,15.126543209876566,40.06944444444444,4.017777777777778,6.944722222222222,88.93333333333334,442.20416666666665,544.9152777777779,0.9561111111111111,0.265,1.0485416666666667,1.1951826105234487,NA,NA,NA,NA,1.6266329639089443,1.6470613393632463,1.6089386182436451,2.083333333333333,1.3983749499602354,stratified,NA,NA,NA
