"pond_id","doy","GPP","R","NEP","flag"
"A",229,7.86199797061806,-10.15834469164,-2.29634672102192,0
"A",230,9.34968222204394,-12.3320286790348,-2.98234645699083,0
"A",231,8.69082207747415,-9.85781028343667,-1.16698820596252,0
"A",232,9.74215109935122,-11.9978488124173,-2.2556977130661,0
"A",233,6.24591325478588,-5.93316048799805,0.312752766787828,0
"A",234,4.79784781778851,-5.2636451269923,-0.465797309203793,0
"A",235,3.00186474603125,-7.15957422156226,-4.157709475531,0
"A",236,2.89377364925973,-2.66479085396568,0.228982795294047,0
"A",237,7.27054317000298,-7.6086861784019,-0.33814300839892,0
"A",238,7.30654941106012,-7.62056235207619,-0.314012941016067,0
"A",239,9.31874228775295,-11.2033051028308,-1.88456281507787,0
"A",240,9.55539145658487,-11.0953917663744,-1.54000030978949,0
"B",145,1.96364064482089,1.4142306283824,3.37787127320329,1
"B",146,5.05923776955795,-3.5964084742374,1.46282929532054,0
"B",147,-2.03118632864592,3.06325112563373,1.03206479698781,1
"B",148,1.90597962022216,-4.45784233357482,-2.55186271335266,0
"B",149,2.72837833276227,0.0419149813611739,2.77029331412345,1
"B",150,6.1593943400104,-2.30538106567525,3.85401327433515,0
"B",151,-3.00948250266755,4.09745616081285,1.0879736581453,1
"B",152,8.32875993699721,-6.72268804782571,1.6060718891715,0
"B",153,5.55430431200804,-5.94309152736887,-0.388787215360831,0
"B",154,2.35229768942721,-1.3243805838805,1.02791710554671,0
"B",155,9.22861913953572,-11.1724870292468,-1.94386788971113,0
"B",156,2.11944083731951,-1.43162076650909,0.687820070810421,0
"B",157,3.14550949627075,-1.3752386978734,1.77027079839735,0
"B",158,4.4144652214157,-2.27568223457828,2.13878298683743,0
"B",159,4.22182281314231,-3.78486943719202,0.43695337595029,0
"B",160,4.53052423642493,-3.61014028703378,0.920383949391148,0
"B",161,5.2512459050155,-7.48645085438041,-2.23520494936491,0
"B",162,3.7844205694279,-6.13638007663529,-2.35195950720739,0
"B",163,4.3553692697641,-4.68066203467208,-0.325292764907984,0
"B",164,4.26263042121101,-4.73717470856498,-0.474544287353974,0
"B",165,-4.2219435200597,11.989559206261,7.7676156862013,1
"B",166,2.22033864684662,-1.16988861874031,1.05045002810631,0
"B",167,3.82906152407103,-4.84854384020995,-1.01948231613892,0
"B",168,3.93221711859701,-3.06389180094535,0.868325317651653,0
"B",169,4.54112720085958,-4.73800172862849,-0.196874527768911,0
"B",170,0.216671627103463,-0.602240222675038,-0.385568595571576,0
"B",171,-0.159334976338977,-0.593697703181554,-0.753032679520531,1
"B",172,8.0766288084232,-7.35051195487638,0.726116853546815,0
"B",173,5.27305486110763,-7.16050898794636,-1.88745412683873,0
"B",174,8.50377438502029,-9.60635582013565,-1.10258143511536,0
"B",175,6.03023971722279,-8.69499631815747,-2.66475660093468,0
"B",176,10.3990617301491,-12.1887754984388,-1.78971376828966,0
"B",177,5.94774765368414,-7.6718683180398,-1.72412066435567,0
"B",178,2.2729809654243,-3.01813936557519,-0.745158400150895,0
"B",179,0.899483713947048,-2.42134026847744,-1.52185655453039,0
"B",180,1.07124857897725,-3.15487407175708,-2.08362549277984,0
"B",181,0.0701572964949863,-1.87794592928005,-1.80778863278507,0
"B",182,-0.490432621011433,-0.547991616040803,-1.03842423705224,1
"B",183,2.38434796510814,-4.43346242186256,-2.04911445675442,0
"B",184,7.06196473443932,-7.86741560211863,-0.805450867679316,0
"B",185,4.26805168668257,-7.99837371185189,-3.73032202516932,0
"B",186,3.62992810782818,-5.36389626206847,-1.73396815424029,0
"B",187,14.8892526242018,-13.5077661555498,1.38148646865199,0
"B",188,5.13332987624252,-8.45774108462424,-3.32441120838171,0
"B",189,5.13633283287687,-7.95664838142985,-2.82031554855298,0
"B",190,4.91019721559574,-8.29960980783791,-3.38941259224217,0
"B",191,2.73408679860811,-5.6416146724714,-2.9075278738633,0
"B",192,6.38833206556507,-5.81098669769687,0.577345367868203,0
"B",193,4.08423955823084,-6.12727231090291,-2.04303275267207,0
"B",194,6.17934914794015,-8.87104219410407,-2.69169304616392,0
"B",195,3.21004595794143,-1.67304840622439,1.53699755171703,0
"B",196,3.67245325252138,-4.31308894921431,-0.640635696692938,0
"B",197,3.90664761504622,-6.56206420595256,-2.65541659090633,0
"B",198,6.5624664895962,-6.60693937157329,-0.0444728819770965,0
"B",199,4.51887462811711,-5.13175781609828,-0.61288318798117,0
"B",200,4.47210502402817,-7.02243974398557,-2.55033471995739,0
"B",201,5.99584887438712,-8.14945857276715,-2.15360969838003,0
"B",202,3.24307770388364,-6.16226197643955,-2.91918427255592,0
"B",203,2.95556505857444,-3.89173158246495,-0.93616652389051,0
"B",204,5.24706120607742,-8.09951691707049,-2.85245571099308,0
"B",205,2.6937670589126,-3.5864901663456,-0.892723107433002,0
"B",206,5.38859271118793,-6.84053232327721,-1.45193961208928,0
"B",207,4.74639474937421,-4.86976942371432,-0.123374674340107,0
"B",208,3.47795581074884,-7.86950935619367,-4.39155354544483,0
"B",209,7.5660479905582,-10.9849366190235,-3.41888862846528,0
"B",210,3.87990761646093,-2.30506531654261,1.57484229991832,0
"B",211,1.40244475240755,-3.44923502022357,-2.04679026781602,0
"B",212,7.81666401929425,-8.61983165257678,-0.803167633282529,0
"B",213,8.77156429230985,-11.6287174370982,-2.85715314478839,0
"B",214,5.03259214881632,-2.90899064003679,2.12360150877953,0
"B",215,1.35428569601824,-2.43952977201507,-1.08524407599683,0
"B",216,5.40928765181035,-7.63867311955051,-2.22938546774015,0
"B",217,5.93622950582793,-7.13388601794722,-1.19765651211929,0
"B",218,4.15656309016599,-3.46647120188585,0.690091888280136,0
"B",219,4.93120391330826,-7.40514012258884,-2.47393620928058,0
"B",220,5.20861293123382,-2.50502537668515,2.70358755454867,0
"B",221,4.30891163236775,-5.68390487395566,-1.37499324158791,0
"B",222,3.37247588885572,-5.63334984819391,-2.26087395933819,0
"B",223,2.68030114485147,-6.14252969286448,-3.46222854801301,0
"B",224,8.14897819816038,-5.43790482484347,2.71107337331691,0
"B",225,5.52057784501553,-7.73044373001706,-2.20986588500153,0
"B",226,7.2505017728415,-7.9243035833367,-0.673801810495199,0
"B",227,5.81150866284333,-8.32797573359453,-2.5164670707512,0
"B",228,8.56173122954537,-12.2568627330041,-3.69513150345876,0
"B",229,3.77188571408234,-4.49474106697183,-0.722855352889487,0
"B",230,7.14452101399892,-10.3061128827818,-3.16159186878291,0
"B",231,6.61484457515096,-9.92366507392316,-3.3088204987722,0
"B",232,8.6775675280587,-10.5870305905371,-1.90946306247841,0
"B",233,4.29446204089999,-3.49570163687496,0.798760404025031,0
"B",234,5.78105140777934,-3.77399359304403,2.00705781473531,0
"B",235,2.87458185563481,-6.67170102639968,-3.79711917076486,0
"B",236,7.96043062574258,-7.07941259043613,0.88101803530645,0
"B",237,6.77966280031183,-8.72117994990457,-1.94151714959274,0
"B",238,7.39371435751139,-9.36847243850452,-1.97475808099312,0
"B",239,7.69325852453849,-10.2271434003647,-2.53388487582624,0
"B",240,6.46531730834675,-5.86453931281922,0.600777995527533,0
"C",145,2.10922314069152,-0.549224146353659,1.55999899433787,0
"C",146,5.13030042152842,-5.85926333309004,-0.728962911561616,0
"C",147,4.39693687027261,-1.7279284396264,2.66900843064621,0
"C",148,2.79905631478173,1.01730684238191,3.81636315716364,1
"C",149,2.69533896362359,-1.41846767564299,1.27687128798061,0
"C",150,1.43509595237562,2.73480360197832,4.16989955435394,1
"C",151,0.551719527648952,2.00430622179595,2.5560257494449,1
"C",152,2.24716729160998,1.26164069271116,3.50880798432113,1
"C",153,2.3927249055225,-2.26006500660844,0.132659898914061,0
"C",154,1.93395709689291,0.524598782365377,2.45855587925829,1
"C",155,5.6997781754595,-2.60247018712847,3.09730798833103,0
"C",156,4.51800671025639,-1.78914107941534,2.72886563084104,0
"C",157,2.17867550815486,0.767333370730459,2.94600887888532,1
"C",158,2.21480985486228,0.757391006650764,2.97220086151304,1
"C",159,2.88714250141705,-0.907280017031668,1.97986248438538,0
"C",160,2.63768754414697,0.0500237073257962,2.68771125147276,1
"C",161,3.81127255907864,-3.86648626612697,-0.0552137070483312,0
"C",162,6.16208210829158,-4.2652130727493,1.89686903554228,0
"C",163,5.33163579828469,-2.73574851179423,2.59588728649046,0
"C",164,5.35551106623278,-3.09788362232995,2.25762744390282,0
"C",165,1.67914097140825,2.64246690891173,4.32160788031999,1
"C",166,3.80294206021281,-0.867073154858902,2.9358689053539,0
"C",167,3.55020281575465,0.501450885577816,4.05165370133247,1
"C",168,3.99310190152465,-0.813086606090583,3.18001529543407,0
"C",169,3.31570427067642,0.00355298400232347,3.31925725467875,1
"C",170,2.54958561203354,-0.376635021894574,2.17295059013896,0
"C",171,1.79143819638064,-0.638597480150464,1.15284071623018,0
"C",172,3.43980015648137,-2.14785176037002,1.29194839611135,0
"C",173,2.83148064002819,-0.672950933334963,2.15852970669322,0
"C",174,0.85582309163339,-2.51975250448309,-1.66392941284969,0
"C",175,1.23868430467029,0.736796368249192,1.97548067291948,1
"C",176,6.49305311242949,-4.32992397394856,2.16312913848093,0
"C",177,5.37732081380257,-2.33494288338551,3.04237793041706,0
"C",178,-0.0112738083354038,0.94859314647312,0.937319338137716,1
"C",179,0.318124105855569,1.25432189025657,1.57244599611213,1
"C",180,4.41548428163899,-1.53865726020423,2.87682702143476,0
"C",181,1.98803164735021,-1.50213153286151,0.485900114488699,0
"C",182,-1.17186192243263,2.14162532476968,0.969763402337049,1
"C",183,2.68563511696571,-1.6091371272437,1.07649798972201,0
"C",184,3.87991189872356,2.33561458026237,6.21552647898593,1
"C",185,5.05551561696175,-2.91083257890434,2.1446830380574,0
"C",186,3.60724697638244,-2.62596525869095,0.981281717691485,0
"C",187,5.41255842408211,-5.33937243091774,0.0731859931643655,0
"C",188,4.23270778413922,-4.41397630116805,-0.181268517028824,0
"C",189,2.8244286770804,-2.74960718473976,0.0748214923406376,0
"C",190,3.17312720758016,-3.17825241245504,-0.00512520487488022,0
"C",191,-0.297113950704153,-0.427359331530479,-0.724473282234632,1
"C",192,7.99410957679536,-10.2154428938025,-2.22133331700717,0
"C",193,3.25056470101845,-2.89865340663992,0.351911294378532,0
"C",194,2.52783725225878,-2.05514883620692,0.472688416051855,0
"C",195,5.23298246382557,-4.10880278521271,1.12417967861286,0
"C",196,4.98718804829356,-5.0262476632714,-0.0390596149778419,0
"C",197,4.53767593249129,-6.93687856650148,-2.3992026340102,0
"C",198,3.21222194961512,-6.47843578245783,-3.26621383284272,0
"C",199,0.141224548107894,1.71574748424695,1.85697203235485,1
"C",200,3.4093930228992,-3.61228489983981,-0.202891876940611,0
"C",201,2.1707777102465,-1.10488538200546,1.06589232824104,0
"C",202,1.98520266823486,-5.07702801830335,-3.09182535006849,0
"C",203,4.53082972028625,-6.63821174721406,-2.10738202692782,0
"C",204,2.14298185734052,-4.23463874906899,-2.09165689172847,0
"C",205,1.88552785905177,-3.03595182846435,-1.15042396941258,0
"C",206,4.37830643707169,-8.00943668443676,-3.63113024736507,0
"C",207,2.37142520529483,-2.48422138895636,-0.112796183661528,0
"C",208,4.90172904051906,-8.80074140355534,-3.89901236303628,0
"C",209,3.13592777383039,-4.49451852016638,-1.35859074633599,0
"C",210,4.22642994367283,-5.1507045807206,-0.924274637047764,0
"C",211,3.82961929653026,-6.44294019107309,-2.61332089454283,0
"C",212,8.39752342545344,-9.47654703321274,-1.0790236077593,0
"C",213,7.3560223292979,-8.71361814228471,-1.35759581298681,0
"C",214,4.79541535719889,-4.90157889977859,-0.106163542579707,0
"C",215,9.59859600301067,-11.734184917002,-2.13558891399136,0
"C",216,7.21548207547001,-9.05617324755216,-1.84069117208215,0
"C",217,4.33205930441058,-4.76442245284147,-0.432363148430887,0
"C",218,4.6723979523238,-6.31770048825776,-1.64530253593396,0
"C",219,4.84878753042469,-5.01392113863807,-0.165133608213379,0
"C",220,10.9724034213592,-9.18855265806264,1.78385076329657,0
"C",221,8.26698248478889,-7.62046511985741,0.646517364931478,0
"C",222,5.42294630674389,-6.84332149524816,-1.42037518850427,0
"C",223,8.56015799990635,-12.576818260218,-4.0166602603117,0
"C",224,16.3933450945311,-14.2938559141491,2.09948918038192,0
"C",225,3.6904457497991,-3.65761452034586,0.0328312294532402,0
"C",226,12.1640404513292,-11.4956841749909,0.668356276338287,0
"C",227,8.02429628046885,-7.69753326194622,0.326763018522627,0
"C",228,9.78545319021659,-11.5113482265886,-1.72589503637201,0
"C",229,6.96047756486787,-6.59511255530516,0.365365009562709,0
"C",230,7.19154100080148,-7.23526773068076,-0.0437267298792792,0
"C",231,11.0026128860205,-13.0427849493511,-2.04017206333067,0
"C",232,10.3102146140643,-10.7732601609582,-0.463045546893886,0
"C",233,6.76562260016032,-7.89546404115989,-1.12984144099957,0
"C",234,10.5345170296096,-9.83531282268432,0.699204206925325,0
"C",235,4.46364856430555,-7.05933183008971,-2.59568326578415,0
"C",236,8.86930934459262,-6.76389347266073,2.10541587193189,0
"C",237,8.98694849769817,-10.5087546267947,-1.5218061290965,0
"C",238,7.7106436210374,-9.13187761617776,-1.42123399514036,0
"C",239,6.28765175053562,-8.11389020592158,-1.82623845538596,0
"C",240,5.52430448227301,-8.20563762695527,-2.68133314468226,0
"D",145,2.96648864319761,-1.42538776337436,1.54110087982325,0
"D",146,2.62556313260406,-3.53978566170328,-0.914222529099222,0
"D",147,2.53486106236056,-1.14312105965706,1.3917400027035,0
"D",148,1.0366746501981,-0.539892094451129,0.496782555746967,0
"D",149,2.88329045230829,-1.62592379904736,1.25736665326093,0
"D",150,3.64188894294916,0.101741140758031,3.74363008370719,1
"D",151,3.26584661465838,-0.080861371659999,3.18498524299839,0
"D",152,3.35274179803796,-1.63899382177502,1.71374797626294,0
"D",153,4.79724103789091,-0.305709487691303,4.4915315501996,0
"D",154,3.44121648834408,1.3197441005656,4.76096058890969,1
"D",155,3.28450618013977,-2.5005961719584,0.783910008181369,0
"D",156,1.66660731551591,2.13896478508682,3.80557210060272,1
"D",157,1.50089813185014,1.95469692156565,3.45559505341579,1
"D",158,0.822916226242723,2.37337737351396,3.19629359975669,1
"D",159,4.46595179407682,-0.732652745789477,3.73329904828734,0
"D",160,4.13405136928739,-0.827255634613649,3.30679573467374,0
"D",161,5.94893277941823,-7.5228919421212,-1.57395916270297,0
"D",162,8.58382910694168,-7.46297783180148,1.1208512751402,0
"D",163,3.16533483248441,1.51057747018733,4.67591230267174,1
"D",164,4.93983944292911,-3.94067308663932,0.999166356289785,0
"D",165,0.400884160238807,7.41254314955574,7.81342730979455,1
"D",166,10.4471170599796,-7.91542991446224,2.53168714551732,0
"D",167,7.3394995301835,-6.10693279633303,1.23256673385047,0
"D",168,3.14440668275049,0.939702984433556,4.08410966718404,1
"D",169,3.92524245572231,-1.2509937149272,2.67424874079512,0
"D",170,4.15116440757704,-4.04693414960104,0.104230257976006,0
"D",171,-1.65473399852378,4.39413065110183,2.73939665257805,1
"D",172,1.92327260350314,-3.59299151739396,-1.66971891389082,0
"D",173,0.109046272636571,1.14168602595438,1.25073229859095,1
"D",174,3.49697518903872,-4.96890176341816,-1.47192657437944,0
"D",175,13.8790651536868,-16.0461068478534,-2.16704169416655,0
"D",176,7.05731220213589,-6.23388782181996,0.82342438031593,0
"D",177,4.13545999547673,-1.19739111931867,2.93806887615806,0
"D",178,3.07542928217469,-7.60021069476121,-4.52478141258652,0
"D",179,4.74731979479715,-4.91236244243832,-0.165042647641163,0
"D",180,5.23153614493559,-2.64781736846486,2.58371877647074,0
"D",181,6.4357639071717,-9.04361239660199,-2.60784848943029,0
"D",182,3.70546003044962,-0.00330601806600955,3.70215401238361,0
"D",183,8.36150098929774,-13.6997209422353,-5.33821995293752,0
"D",184,6.67378907929298,-7.70908152542118,-1.0352924461282,0
"D",185,4.74672624537898,-6.00558347101578,-1.2588572256368,0
"D",186,4.49557855690643,-6.96956681215544,-2.47398825524902,0
"D",187,8.31392309490449,-8.46340749813261,-0.149484403228126,0
"D",188,10.6672186607945,-13.6032011098122,-2.93598244901771,0
"D",189,4.68901432233939,-6.44184581502886,-1.75283149268947,0
"D",190,9.00712222326234,-10.0027333434574,-0.995611120195095,0
"D",191,8.85361746095918,-14.0995324934481,-5.24591503248888,0
"D",192,9.65387604269616,-13.8614842292411,-4.20760818654497,0
"D",193,5.19164583275312,-8.25834541754601,-3.06669958479289,0
"D",194,5.97585045820626,-9.25862170739228,-3.28277124918602,0
"D",195,6.55617656113662,-6.65092785331614,-0.0947512921795202,0
"D",196,1.62372276570578,-2.04560162495215,-0.421878859246368,0
"D",197,6.37982526736663,-13.3563101277788,-6.97648486041218,0
"D",198,7.10917661003379,-9.13689902054885,-2.02772241051506,0
"D",199,3.50567119858177,-2.00152131407903,1.50414988450274,0
"D",200,6.37018434593681,-7.21866890591765,-0.848484559980835,0
"D",201,8.58199963379195,-10.5158802090303,-1.93388057523832,0
"D",202,8.82780841105716,-12.2067905413732,-3.37898213031602,0
"D",203,6.94825420967199,-11.3413468377926,-4.39309262812061,0
"D",204,8.11517073568791,-10.097645038371,-1.98247430268306,0
"D",205,7.79630027720317,-7.82495617944351,-0.0286559022403399,0
"D",206,8.84666184165759,-11.5753349439743,-2.72867310231673,0
"D",207,5.1270308396548,-9.71935772741087,-4.59232688775607,0
"D",208,1.03187800078419,-2.9590897163976,-1.92721171561341,0
"D",209,7.96596476111183,-11.6073417851651,-3.64137702405332,0
"D",210,3.94528961650633,-7.05483539314037,-3.10954577663404,0
"D",211,1.0689713439368,-6.01993754048138,-4.95096619654457,0
"D",212,-0.494832598964348,1.73234847949884,1.23751588053449,1
"D",213,3.04844405151152,-9.84528964935831,-6.79684559784679,0
"D",214,1.04772905834935,-4.66066360721107,-3.61293454886173,0
"D",215,-5.17491194612662,7.43686682867492,2.2619548825483,1
"D",216,1.73202247828531,-7.03664061815212,-5.30461813986681,0
"D",217,1.43618885469331,-6.15254185567444,-4.71635300098113,0
"D",218,1.25522490974072,-5.38164011954712,-4.1264152098064,0
"D",219,0.0517921241130332,-0.653440800714136,-0.601648676601103,0
"D",220,3.88575017609464,-8.1835603802886,-4.29781020419396,0
"D",221,0.622124067970658,-4.01785353061586,-3.3957294626452,0
"D",222,0.0194690743396121,-1.25358060923908,-1.23411153489947,0
"D",223,2.30396740852278,-3.42486781514262,-1.12090040661984,0
"D",224,8.43164468509878,-6.1146118057354,2.31703287936337,0
"D",225,5.57780545982313,-6.85342351896114,-1.275618059138,0
"D",226,5.29522551775251,-4.04821926977658,1.24700624797593,0
"D",227,9.11625068645319,-10.6307463339085,-1.51449564745533,0
"D",228,6.45153849177183,-8.89711827406346,-2.44557978229163,0
"D",229,6.08603600293704,-7.47712220870419,-1.39108620576715,0
"D",230,5.7404353493851,-7.31185115742441,-1.57141580803931,0
"D",231,4.16059960841023,-5.56200431501025,-1.40140470660002,0
"D",232,8.70540892298499,-9.33503117517956,-0.629622252194565,0
"D",233,8.78957286737305,-8.73945333642044,0.050119530952605,0
"D",234,8.34220953823587,-8.27030046814454,0.0719090700913281,0
"D",235,2.13069538255774,-6.14801161334594,-4.0173162307882,0
"D",236,5.81786732534504,-2.22824474799193,3.58962257735311,0
"D",237,10.3883491483856,-10.7938994077798,-0.405550259394253,0
"D",238,9.84374877447377,-9.36682976811056,0.476919006363214,0
"D",239,15.7694357769104,-15.4033306139878,0.366105162922619,0
"D",240,10.8260660538069,-7.93198964495711,2.8940764088498,0
"E",145,3.2524617877057,-0.662032361766169,2.59042942593953,0
"E",146,7.17896099388736,-7.53635998973702,-0.357398995849655,0
"E",147,4.36801850809197,-1.6270824423603,2.74093606573167,0
"E",148,2.30825745200142,-0.350913153941801,1.95734429805962,0
"E",149,4.13205452980004,-3.83851643242732,0.293538097372723,0
"E",150,4.34153529177957,-3.89576565127146,0.445769640508115,0
"E",151,1.21314466875219,2.92155681570774,4.13470148445993,1
"E",152,2.64736369866973,0.224957744283961,2.87232144295369,1
"E",153,3.83039814655738,-0.592790180191211,3.23760796636617,0
"E",154,4.4319980851984,-0.524820795675098,3.90717728952331,0
"E",155,4.43346831127346,-3.17832507155833,1.25514323971513,0
"E",156,5.38130881347165,-1.65424132002578,3.72706749344587,0
"E",157,6.13652561589808,-2.56125876939525,3.57526684650283,0
"E",158,8.0955578883933,-5.97495801414814,2.12059987424517,0
"E",159,5.27223092237529,1.57201827768579,6.84424920006108,1
"E",160,11.7916515895403,-9.60114449942566,2.1905070901146,0
"E",161,3.52436843654058,-6.35093670435719,-2.82656826781661,0
"E",162,6.4012165550572,-4.82170190819137,1.57951464686582,0
"E",163,6.1562642461825,-1.06564390822839,5.09062033795411,0
"E",164,9.2292313239222,-6.62242572122349,2.6068056026987,0
"E",165,7.91972562191624,1.30930195552737,9.22902757744362,1
"E",166,13.5349563379056,-7.95495734084803,5.57999899705756,0
"E",167,12.2942040609082,-6.16276181041657,6.13144225049166,0
"E",168,7.0780764224626,-3.24972659845924,3.82834982400336,0
"E",169,8.37843597296883,-3.26316181641079,5.11527415655804,0
"E",170,7.63926345631714,-6.47926973220756,1.15999372410958,0
"E",171,6.01779036513859,-8.03757495773467,-2.01978459259608,0
"E",172,9.34189295997339,-2.76204966906628,6.57984329090711,0
"E",173,12.8879078720908,-14.2388971090309,-1.35098923694012,0
"E",174,6.6749285139136,-8.782494039074,-2.1075655251604,0
"E",175,17.9162203704503,-11.757576473443,6.15864389700734,0
"E",176,17.1583465606441,-16.5755989331874,0.582747627456715,0
"E",177,7.09978703519795,-2.69857286259494,4.40121417260301,0
"E",178,1.49389450155284,-1.1805626879276,0.313331813625244,0
"E",179,2.053189986501,-3.09564451706301,-1.04245453056202,0
"E",180,7.99030246418906,-1.38886591375838,6.60143655043069,0
"E",181,7.91599129296311,-7.48792368147254,0.428067611490568,0
"E",182,6.6332708429105,-6.23425189731859,0.399018945591911,0
"E",183,10.3030590304196,-13.2698507596677,-2.96679172924806,0
"E",184,4.45292967382238,-1.29164187016416,3.16128780365822,0
"E",185,1.66797710520189,-2.23983990420367,-0.571862799001775,0
"E",186,7.07657742087085,-5.76405294738432,1.31252447348653,0
"E",187,4.16036528245467,-1.57335422597623,2.58701105647843,0
"E",188,6.41783963015498,-4.8365422966651,1.58129733348988,0
