"sample_id","pond_id","doy","vial","lot_number","sample_type","run","start_time","end_time","vial_number","toc_ppb","ic_ppb","tc_ppb","run_date","mean_blank_toc_ppb","mean_blank_ic_ppb","mean_blank_tc_ppb","doc_ppb","dic_ppb","dc_ppb"
"E213","E",213,"40","E","Sample",2,2022-01-24 09:09:16,2022-01-24 09:37:26,"40",18300,195,18500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,18142.9555555556,99.4333333333333,18247.3333333333
"E216","E",216,"41","E","Sample",2,2022-01-24 09:37:42,2022-01-24 10:05:50,"41",27900,204,28100,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,27742.9555555556,108.433333333333,27847.3333333333
"E218","E",218,"42","E","Sample",2,2022-01-24 10:06:03,2022-01-24 10:34:17,"42",28200,202,28400,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,28042.9555555556,106.433333333333,28147.3333333333
"E220","E",220,"43","E","Sample",2,2022-01-24 10:34:31,2022-01-24 11:02:41,"43",14000,223,14200,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,13842.9555555556,127.433333333333,13947.3333333333
"E222","E",222,"44","E","Sample",2,2022-01-24 11:02:55,2022-01-24 11:31:01,"44",29500,209,29700,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,29342.9555555556,113.433333333333,29447.3333333333
"E224","E",224,"46","E","Sample",2,2022-01-24 11:59:38,2022-01-24 12:27:57,"46",18200,216,18400,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,18042.9555555556,120.433333333333,18147.3333333333
"E226","E",226,"47","E","Sample",2,2022-01-24 12:28:10,2022-01-24 12:56:18,"47",26300,208,26500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,26142.9555555556,112.433333333333,26247.3333333333
"E229","E",229,"48","E","Sample",2,2022-01-24 12:56:31,2022-01-24 13:24:41,"48",22900,200,23100,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,22742.9555555556,104.433333333333,22847.3333333333
"E231","E",231,"49","E","Sample",2,2022-01-24 13:24:54,2022-01-24 13:53:03,"49",18300,202,18500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,18142.9555555556,106.433333333333,18247.3333333333
"E233","E",233,"50","E","Sample",2,2022-01-24 13:53:18,2022-01-24 14:21:25,"50",27600,200,27800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,27442.9555555556,104.433333333333,27547.3333333333
"E236","E",236,"51","E","Sample",2,2022-01-24 14:21:42,2022-01-24 14:49:52,"51",21300,202,21500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,21142.9555555556,106.433333333333,21247.3333333333
"E238","E",238,"52","E","Sample",2,2022-01-24 14:50:06,2022-01-24 15:18:15,"52",16600,208,16800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,16442.9555555556,112.433333333333,16547.3333333333
"E240","E",240,"53","E","Sample",2,2022-01-24 15:18:28,2022-01-24 15:46:35,"53",19500,201,19700,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,19342.9555555556,105.433333333333,19447.3333333333
"F153","F",153,"55","F","Sample",2,2022-01-24 16:15:10,2022-01-24 16:43:27,"55",37600,197,37800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,37442.9555555556,101.433333333333,37547.3333333333
"F155","F",155,"56","F","Sample",2,2022-01-24 16:43:40,2022-01-24 17:11:53,"56",8570,1900,10500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,8412.95555555556,1804.43333333333,10247.3333333333
"F157","F",157,"57","F","Sample",2,2022-01-24 17:12:07,2022-01-24 17:40:12,"57",6720,1210,7930,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,6562.95555555556,1114.43333333333,7677.33333333333
"F160","F",160,"58","F","Sample",2,2022-01-24 17:40:26,2022-01-24 18:08:30,"58",29600,292,29900,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,29442.9555555556,196.433333333333,29647.3333333333
"F162","F",162,"59","F","Sample",2,2022-01-24 18:08:44,2022-01-24 18:36:55,"59",11400,226,11600,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,11242.9555555556,130.433333333333,11347.3333333333
"F164","F",164,"60","F","Sample",2,2022-01-24 18:37:09,2022-01-24 19:05:15,"60",7250,775,8030,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,7092.95555555556,679.433333333333,7777.33333333333
"F167","F",167,"61","F","Sample",2,2022-01-24 19:05:31,2022-01-24 19:33:35,"61",8580,226,8810,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,8422.95555555556,130.433333333333,8557.33333333333
"F169","F",169,"62","F","Sample",2,2022-01-24 19:33:50,2022-01-24 20:01:55,"62",8410,213,8620,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,8252.95555555556,117.433333333333,8367.33333333333
"F171","F",171,"63","F","Sample",2,2022-01-24 20:02:09,2022-01-24 20:30:15,"63",9400,217,9620,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,9242.95555555556,121.433333333333,9367.33333333333
"F174","F",174,"64","F","Sample",2,2022-01-24 20:30:28,2022-01-24 20:58:34,"64",13200,220,13400,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,13042.9555555556,124.433333333333,13147.3333333333
"F175","F",175,"65","F","Sample",2,2022-01-24 20:58:47,2022-01-24 21:26:54,"65",7730,227,7960,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,7572.95555555556,131.433333333333,7707.33333333333
"F176","F",176,"66","F","Sample",2,2022-01-24 21:27:07,2022-01-24 21:55:13,"66",15300,202,15500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,15142.9555555556,106.433333333333,15247.3333333333
"F177","F",177,"68","F","Sample",2,2022-01-24 22:23:47,2022-01-24 22:52:05,"68",21600,198,21800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,21442.9555555556,102.433333333333,21547.3333333333
"F178","F",178,"69","F","Sample",2,2022-01-24 22:52:18,2022-01-24 23:20:26,"69",24500,201,24700,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,24342.9555555556,105.433333333333,24447.3333333333
"F181","F",181,"70","F","Sample",2,2022-01-24 23:20:40,2022-01-24 23:48:50,"70",15300,198,15500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,15142.9555555556,102.433333333333,15247.3333333333
"F183","F",183,"71","F","Sample",2,2022-01-24 23:49:05,2022-01-25 00:17:12,"71",9970,232,10200,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,9812.95555555556,136.433333333333,9947.33333333333
"F185","F",185,"72","F","Sample",2,2022-01-25 00:17:27,2022-01-25 00:45:33,"72",13800,202,14000,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,13642.9555555556,106.433333333333,13747.3333333333
"F188","F",188,"73","F","Sample",2,2022-01-25 00:45:46,2022-01-25 01:13:53,"73",19700,204,19900,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,19542.9555555556,108.433333333333,19647.3333333333
"F190","F",190,"74","F","Sample",2,2022-01-25 01:14:07,2022-01-25 01:42:14,"74",25500,204,25700,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,25342.9555555556,108.433333333333,25447.3333333333
"F192","F",192,"75","F","Sample",2,2022-01-25 01:42:28,2022-01-25 02:10:37,"75",17100,200,17300,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,16942.9555555556,104.433333333333,17047.3333333333
"F195","F",195,"76","F","Sample",2,2022-01-25 02:10:51,2022-01-25 02:38:57,"76",20800,205,21000,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,20642.9555555556,109.433333333333,20747.3333333333
"F197","F",197,"77","F","Sample",2,2022-01-25 02:39:11,2022-01-25 03:07:19,"77",10800,205,11000,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,10642.9555555556,109.433333333333,10747.3333333333
"F199","F",199,"78","F","Sample",2,2022-01-25 03:07:32,2022-01-25 03:35:39,"78",27900,197,28100,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,27742.9555555556,101.433333333333,27847.3333333333
"F202","F",202,"80","F","Sample",2,2022-01-25 04:04:16,2022-01-25 04:32:33,"80",18300,207,18500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,18142.9555555556,111.433333333333,18247.3333333333
"F204","F",204,"81","F","Sample",2,2022-01-25 04:32:49,2022-01-25 05:00:57,"81",14700,204,14900,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,14542.9555555556,108.433333333333,14647.3333333333
"F206","F",206,"82","F","Sample",2,2022-01-25 05:01:11,2022-01-25 05:29:18,"82",15100,199,15300,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,14942.9555555556,103.433333333333,15047.3333333333
"F209","F",209,"83","F","Sample",2,2022-01-25 05:29:31,2022-01-25 05:57:38,"83",23600,204,23800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,23442.9555555556,108.433333333333,23547.3333333333
"F210","F",210,"84","F","Sample",2,2022-01-25 05:57:52,2022-01-25 06:26:00,"84",17600,204,17800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,17442.9555555556,108.433333333333,17547.3333333333
"F211","F",211,"85","F","Sample",2,2022-01-25 06:26:14,2022-01-25 06:54:22,"85",14100,208,14300,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,13942.9555555556,112.433333333333,14047.3333333333
"F212","F",212,"86","F","Sample",2,2022-01-25 06:54:35,2022-01-25 07:22:41,"86",25700,207,25900,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,25542.9555555556,111.433333333333,25647.3333333333
"F213","F",213,"87","F","Sample",2,2022-01-25 07:22:55,2022-01-25 07:51:05,"87",19700,201,19900,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,19542.9555555556,105.433333333333,19647.3333333333
"F216","F",216,"88","F","Sample",2,2022-01-25 07:51:18,2022-01-25 08:19:26,"88",29600,202,29800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,29442.9555555556,106.433333333333,29547.3333333333
"F218","F",218,"89","F","Sample",2,2022-01-25 08:19:40,2022-01-25 08:47:51,"89",17300,206,17500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,17142.9555555556,110.433333333333,17247.3333333333
"F220","F",220,"90","F","Sample",2,2022-01-25 08:48:05,2022-01-25 09:16:12,"90",9500,11700,21200,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,9342.95555555556,11604.4333333333,20947.3333333333
"F222","F",222,"91","F","Sample",2,2022-01-25 09:16:28,2022-01-25 09:44:34,"91",10100,884,11000,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,9942.95555555556,788.433333333333,10747.3333333333
"F224","F",224,"93","F","Sample",2,2022-01-25 10:13:08,2022-01-25 10:41:11,"93",20800,249,21000,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,20642.9555555556,153.433333333333,20747.3333333333
"F226","F",226,"94","F","Sample",2,2022-01-25 10:41:25,2022-01-25 11:09:34,"94",17300,218,17500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,17142.9555555556,122.433333333333,17247.3333333333
"F229","F",229,"95","F","Sample",2,2022-01-25 11:09:48,2022-01-25 11:37:55,"95",16000,211,16200,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,15842.9555555556,115.433333333333,15947.3333333333
"F231","F",231,"96","F","Sample",2,2022-01-25 11:38:09,2022-01-25 12:06:16,"96",16600,219,16800,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,16442.9555555556,123.433333333333,16547.3333333333
"F233","F",233,"97","F","Sample",2,2022-01-25 12:06:30,2022-01-25 12:34:43,"97",15500,208,15700,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,15342.9555555556,112.433333333333,15447.3333333333
"F236","F",236,"98","F","Sample",2,2022-01-25 12:34:56,2022-01-25 13:03:03,"98",21100,211,21300,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,20942.9555555556,115.433333333333,21047.3333333333
"F238","F",238,"99","F","Sample",2,2022-01-25 13:03:17,2022-01-25 13:31:24,"99",15100,209,15300,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,14942.9555555556,113.433333333333,15047.3333333333
"F240","F",240,"100","F","Sample",2,2022-01-25 13:31:38,2022-01-25 13:59:45,"100",25300,209,25500,"Jan. 23",157.044444444444,95.5666666666667,252.666666666667,25142.9555555556,113.433333333333,25247.3333333333
"C143","C",143,"3","C","Sample",3,2022-01-26 11:42:03,2022-01-26 12:10:21,"3",5250,237,5490,"Jan. 26",22.4,65.8,88.2,5227.6,171.2,5401.8
"C146","C",146,"4","C","Sample",3,2022-01-26 12:10:35,2022-01-26 12:38:40,"4",19900,205,20100,"Jan. 26",22.4,65.8,88.2,19877.6,139.2,20011.8
"C148","C",148,"5","C","Sample",3,2022-01-26 12:38:53,2022-01-26 13:07:01,"5",6400,2540,8940,"Jan. 26",22.4,65.8,88.2,6377.6,2474.2,8851.8
"C150","C",150,"6","C","Sample",3,2022-01-26 13:07:15,2022-01-26 13:35:20,"6",6410,527,6940,"Jan. 26",22.4,65.8,88.2,6387.6,461.2,6851.8
"C153","C",153,"7","C","Sample",3,2022-01-26 13:35:34,2022-01-26 14:03:38,"7",6650,251,6900,"Jan. 26",22.4,65.8,88.2,6627.6,185.2,6811.8
"C155","C",155,"8","C","Sample",3,2022-01-26 14:03:52,2022-01-26 14:31:57,"8",6510,2610,9120,"Jan. 26",22.4,65.8,88.2,6487.6,2544.2,9031.8
"C157","C",157,"9","C","Sample",3,2022-01-26 14:32:10,2022-01-26 15:00:15,"9",6480,650,7130,"Jan. 26",22.4,65.8,88.2,6457.6,584.2,7041.8
"C160","C",160,"10","C","Sample",3,2022-01-26 15:00:29,2022-01-26 15:28:35,"10",6880,763,7640,"Jan. 26",22.4,65.8,88.2,6857.6,697.2,7551.8
"C162","C",162,"11","C","Sample",3,2022-01-26 15:28:51,2022-01-26 15:56:56,"11",6640,270,6910,"Jan. 26",22.4,65.8,88.2,6617.6,204.2,6821.8
"C164","C",164,"12","C","Sample",3,2022-01-26 15:57:10,2022-01-26 16:25:16,"12",6830,229,7060,"Jan. 26",22.4,65.8,88.2,6807.6,163.2,6971.8
"C167","C",167,"13",NA,"Sample",4,2022-02-03 17:16:48,2022-02-03 17:45:06,"3",7550,577,8130,"Feb. 3",306.857142857143,486.142857142857,793,7243.14285714286,90.8571428571428,7337
"C169","C",169,"14",NA,"Sample",4,2022-02-03 17:45:19,2022-02-03 18:13:25,"4",7400,547,7950,"Feb. 3",306.857142857143,486.142857142857,793,7093.14285714286,60.8571428571428,7157
"C171","C",171,"16",NA,"Sample",4,2022-02-03 18:13:39,2022-02-03 18:41:44,"5",28200,489,28700,"Feb. 3",306.857142857143,486.142857142857,793,27893.1428571429,2.85714285714283,27907
"C174","C",174,"17",NA,"Sample",4,2022-02-03 18:41:58,2022-02-03 19:10:08,"6",15800,524,16300,"Feb. 3",306.857142857143,486.142857142857,793,15493.1428571429,37.8571428571428,15507
"C175","C",175,"18",NA,"Sample",4,2022-02-03 19:10:21,2022-02-03 19:38:28,"7",38100,605,38700,"Feb. 3",306.857142857143,486.142857142857,793,37793.1428571429,118.857142857143,37907
"C176","C",176,"19",NA,"Sample",4,2022-02-03 19:38:42,2022-02-03 20:06:54,"8",26900,554,27500,"Feb. 3",306.857142857143,486.142857142857,793,26593.1428571429,67.8571428571428,26707
"C177","C",177,"20",NA,"Sample",4,2022-02-03 20:07:08,2022-02-03 20:35:17,"9",22800,518,23300,"Feb. 3",306.857142857143,486.142857142857,793,22493.1428571429,31.8571428571428,22507
"C178","C",178,"21",NA,"Sample",4,2022-02-03 20:35:33,2022-02-03 21:03:42,"10",28300,563,28900,"Feb. 3",306.857142857143,486.142857142857,793,27993.1428571429,76.8571428571428,28107
"C181","C",181,"22",NA,"Sample",4,2022-02-03 21:03:56,2022-02-03 21:32:05,"11",25900,586,26500,"Feb. 3",306.857142857143,486.142857142857,793,25593.1428571429,99.8571428571428,25707
"C183","C",183,"23",NA,"Sample",4,2022-02-03 21:32:19,2022-02-03 22:00:28,"12",14500,511,15000,"Feb. 3",306.857142857143,486.142857142857,793,14193.1428571429,24.8571428571428,14207
"C185","C",185,"24",NA,"Sample",4,2022-02-03 22:00:41,2022-02-03 22:28:47,"13",20600,552,21100,"Feb. 3",306.857142857143,486.142857142857,793,20293.1428571429,65.8571428571428,20307
"C188","C",188,"25",NA,"Sample",4,2022-02-03 22:29:01,2022-02-03 22:57:09,"14",19400,545,20000,"Feb. 3",306.857142857143,486.142857142857,793,19093.1428571429,58.8571428571428,19207
"C190","C",190,"26",NA,"Sample",4,2022-02-03 22:57:22,2022-02-03 23:25:29,"15",32400,456,32900,"Feb. 3",306.857142857143,486.142857142857,793,32093.1428571429,-30.1428571428572,32107
"C192","C",192,"27",NA,"Sample",4,2022-02-03 23:25:43,2022-02-03 23:53:53,"16",24700,524,25200,"Feb. 3",306.857142857143,486.142857142857,793,24393.1428571429,37.8571428571428,24407
"C195","C",195,"29",NA,"Sample",4,2022-02-04 00:22:29,2022-02-04 00:50:47,"18",23000,480,23500,"Feb. 3",306.857142857143,486.142857142857,793,22693.1428571429,-6.14285714285717,22707
"C197","C",197,"30",NA,"Sample",4,2022-02-04 00:51:01,2022-02-04 01:19:10,"19",22700,520,23200,"Feb. 3",306.857142857143,486.142857142857,793,22393.1428571429,33.8571428571428,22407
"C199","C",199,"31",NA,"Sample",4,2022-02-04 01:19:26,2022-02-04 01:47:34,"20",29000,558,29600,"Feb. 3",306.857142857143,486.142857142857,793,28693.1428571429,71.8571428571428,28807
"C202","C",202,"32",NA,"Sample",4,2022-02-04 01:47:48,2022-02-04 02:15:58,"21",20800,485,21300,"Feb. 3",306.857142857143,486.142857142857,793,20493.1428571429,-1.14285714285717,20507
"C204","C",204,"33",NA,"Sample",4,2022-02-04 02:16:12,2022-02-04 02:44:20,"22",15800,483,16300,"Feb. 3",306.857142857143,486.142857142857,793,15493.1428571429,-3.14285714285717,15507
"C206","C",206,"34",NA,"Sample",4,2022-02-04 02:44:33,2022-02-04 03:12:40,"23",21300,518,21800,"Feb. 3",306.857142857143,486.142857142857,793,20993.1428571429,31.8571428571428,21007
"C209","C",209,"35",NA,"Sample",4,2022-02-04 03:12:53,2022-02-04 03:41:02,"24",31500,483,32000,"Feb. 3",306.857142857143,486.142857142857,793,31193.1428571429,-3.14285714285717,31207
"C210","C",210,"36",NA,"Sample",4,2022-02-04 03:41:15,2022-02-04 04:09:26,"25",29100,523,29600,"Feb. 3",306.857142857143,486.142857142857,793,28793.1428571429,36.8571428571428,28807
"C211","C",211,"37",NA,"Sample",4,2022-02-04 04:09:39,2022-02-04 04:37:49,"26",18800,468,19300,"Feb. 3",306.857142857143,486.142857142857,793,18493.1428571429,-18.1428571428572,18507
"C212","C",212,"38",NA,"Sample",4,2022-02-04 04:38:03,2022-02-04 05:06:10,"27",25200,503,25700,"Feb. 3",306.857142857143,486.142857142857,793,24893.1428571429,16.8571428571428,24907
"C213","C",213,"39",NA,"Sample",4,2022-02-04 05:06:23,2022-02-04 05:34:32,"28",25100,494,25600,"Feb. 3",306.857142857143,486.142857142857,793,24793.1428571429,7.85714285714283,24807
"C216","C",216,"40",NA,"Sample",4,2022-02-04 05:34:46,2022-02-04 06:02:55,"29",19400,483,19900,"Feb. 3",306.857142857143,486.142857142857,793,19093.1428571429,-3.14285714285717,19107
"C218","C",218,"42",NA,"Sample",4,2022-02-04 06:31:32,2022-02-04 06:59:50,"31",15100,605,15700,"Feb. 3",306.857142857143,486.142857142857,793,14793.1428571429,118.857142857143,14907
"C220","C",220,"43",NA,"Sample",4,2022-02-04 07:00:03,2022-02-04 07:28:09,"32",23400,632,24000,"Feb. 3",306.857142857143,486.142857142857,793,23093.1428571429,145.857142857143,23207
"C222","C",222,"44",NA,"Sample",4,2022-02-04 07:28:23,2022-02-04 07:56:31,"33",26100,563,26600,"Feb. 3",306.857142857143,486.142857142857,793,25793.1428571429,76.8571428571428,25807
"C224","C",224,"45",NA,"Sample",4,2022-02-04 07:56:44,2022-02-04 08:24:53,"34",28100,615,28700,"Feb. 3",306.857142857143,486.142857142857,793,27793.1428571429,128.857142857143,27907
"C226","C",226,"46",NA,"Sample",4,2022-02-04 08:25:06,2022-02-04 08:53:16,"35",22900,602,23500,"Feb. 3",306.857142857143,486.142857142857,793,22593.1428571429,115.857142857143,22707
"C229","C",229,"47",NA,"Sample",4,2022-02-04 08:53:29,2022-02-04 09:21:37,"36",27100,615,27700,"Feb. 3",306.857142857143,486.142857142857,793,26793.1428571429,128.857142857143,26907
"C231","C",231,"48",NA,"Sample",4,2022-02-04 09:21:51,2022-02-04 09:50:00,"37",17400,604,18000,"Feb. 3",306.857142857143,486.142857142857,793,17093.1428571429,117.857142857143,17207
"C233","C",233,"49",NA,"Sample",4,2022-02-04 09:50:13,2022-02-04 10:18:20,"38",23000,608,23600,"Feb. 3",306.857142857143,486.142857142857,793,22693.1428571429,121.857142857143,22807
"C236","C",236,"50",NA,"Sample",4,2022-02-04 10:18:34,2022-02-04 10:46:43,"39",29000,574,29600,"Feb. 3",306.857142857143,486.142857142857,793,28693.1428571429,87.8571428571428,28807
"C238","C",238,"51",NA,"Sample",4,2022-02-04 10:47:00,2022-02-04 11:15:10,"40",16300,578,16900,"Feb. 3",306.857142857143,486.142857142857,793,15993.1428571429,91.8571428571428,16107
"C240","C",240,"52",NA,"Sample",4,2022-02-04 11:15:24,2022-02-04 11:43:30,"41",16700,557,17300,"Feb. 3",306.857142857143,486.142857142857,793,16393.1428571429,70.8571428571428,16507
"D153","D",153,"54",NA,"Sample",4,2022-02-04 12:12:05,2022-02-04 12:40:22,"43",6090,2780,8880,"Feb. 3",306.857142857143,486.142857142857,793,5783.14285714286,2293.85714285714,8087
"D155","D",155,"55",NA,"Sample",4,2022-02-04 12:40:35,2022-02-04 13:08:40,"44",6600,617,7210,"Feb. 3",306.857142857143,486.142857142857,793,6293.14285714286,130.857142857143,6417
"D157","D",157,"56",NA,"Sample",4,2022-02-04 13:08:53,2022-02-04 13:36:57,"45",7280,577,7850,"Feb. 3",306.857142857143,486.142857142857,793,6973.14285714286,90.8571428571428,7057
"D160","D",160,"57",NA,"Sample",4,2022-02-04 13:37:11,2022-02-04 14:05:16,"46",16300,574,16900,"Feb. 3",306.857142857143,486.142857142857,793,15993.1428571429,87.8571428571428,16107
"D162","D",162,"58",NA,"Sample",4,2022-02-04 14:05:29,2022-02-04 14:33:36,"47",46200,480,46700,"Feb. 3",306.857142857143,486.142857142857,793,45893.1428571429,-6.14285714285717,45907
"D164","D",164,"59",NA,"Sample",4,2022-02-04 14:33:50,2022-02-04 15:02:05,"48",8690,482,9170,"Feb. 3",306.857142857143,486.142857142857,793,8383.14285714286,-4.14285714285717,8377
"D167","D",167,"60",NA,"Sample",4,2022-02-04 15:02:19,2022-02-04 15:30:24,"49",8880,588,9470,"Feb. 3",306.857142857143,486.142857142857,793,8573.14285714286,101.857142857143,8677
"D169","D",169,"61",NA,"Sample",4,2022-02-04 15:30:40,2022-02-04 15:58:46,"50",7430,543,7970,"Feb. 3",306.857142857143,486.142857142857,793,7123.14285714286,56.8571428571428,7177
"D171","D",171,"62",NA,"Sample",4,2022-02-04 15:58:59,2022-02-04 16:27:05,"51",7760,483,8240,"Feb. 3",306.857142857143,486.142857142857,793,7453.14285714286,-3.14285714285717,7447
"D174","D",174,"63",NA,"Sample",4,2022-02-04 16:27:18,2022-02-04 16:55:23,"52",7490,506,8000,"Feb. 3",306.857142857143,486.142857142857,793,7183.14285714286,19.8571428571428,7207
"D175","D",175,"64",NA,"Sample",4,2022-02-04 16:55:37,2022-02-04 17:23:42,"53",17000,411,17400,"Feb. 3",306.857142857143,486.142857142857,793,16693.1428571429,-75.1428571428572,16607
"D176","D",176,"65",NA,"Sample",4,2022-02-04 17:23:55,2022-02-04 17:52:02,"54",22800,425,23200,"Feb. 3",306.857142857143,486.142857142857,793,22493.1428571429,-61.1428571428572,22407
"D177","D",177,"67",NA,"Sample",4,2022-02-04 18:20:37,2022-02-04 18:48:55,"56",25900,463,26400,"Feb. 3",306.857142857143,486.142857142857,793,25593.1428571429,-23.1428571428572,25607
"D178","D",178,"68",NA,"Sample",4,2022-02-04 18:49:09,2022-02-04 19:17:17,"57",20700,494,21200,"Feb. 3",306.857142857143,486.142857142857,793,20393.1428571429,7.85714285714283,20407
"D181","D",181,"69",NA,"Sample",4,2022-02-04 19:17:31,2022-02-04 19:45:39,"58",29400,484,29900,"Feb. 3",306.857142857143,486.142857142857,793,29093.1428571429,-2.14285714285717,29107
"D183","D",183,"70",NA,"Sample",4,2022-02-04 19:45:53,2022-02-04 20:14:01,"59",26900,456,27400,"Feb. 3",306.857142857143,486.142857142857,793,26593.1428571429,-30.1428571428572,26607
"D185","D",185,"71",NA,"Sample",4,2022-02-04 20:14:17,2022-02-04 20:42:27,"60",20100,513,20600,"Feb. 3",306.857142857143,486.142857142857,793,19793.1428571429,26.8571428571428,19807
"D188","D",188,"72",NA,"Sample",4,2022-02-04 20:42:41,2022-02-04 21:10:49,"61",23500,452,23900,"Feb. 3",306.857142857143,486.142857142857,793,23193.1428571429,-34.1428571428572,23107
"D190","D",190,"73",NA,"Sample",4,2022-02-04 21:11:02,2022-02-04 21:39:11,"62",27000,474,27500,"Feb. 3",306.857142857143,486.142857142857,793,26693.1428571429,-12.1428571428572,26707
"D192","D",192,"74",NA,"Sample",4,2022-02-04 21:39:24,2022-02-04 22:07:34,"63",21700,501,22200,"Feb. 3",306.857142857143,486.142857142857,793,21393.1428571429,14.8571428571428,21407
"D195","D",195,"75",NA,"Sample",4,2022-02-04 22:07:47,2022-02-04 22:35:55,"64",23700,501,24200,"Feb. 3",306.857142857143,486.142857142857,793,23393.1428571429,14.8571428571428,23407
"D197","D",197,"76",NA,"Sample",4,2022-02-04 22:36:08,2022-02-04 23:04:17,"65",16400,495,16900,"Feb. 3",306.857142857143,486.142857142857,793,16093.1428571429,8.85714285714283,16107
"D199","D",199,"77",NA,"Sample",4,2022-02-04 23:04:30,2022-02-04 23:32:37,"66",19700,495,20200,"Feb. 3",306.857142857143,486.142857142857,793,19393.1428571429,8.85714285714283,19407
"D202","D",202,"78",NA,"Sample",4,2022-02-04 23:32:51,2022-02-05 00:00:58,"67",17800,496,18300,"Feb. 3",306.857142857143,486.142857142857,793,17493.1428571429,9.85714285714283,17507
"D204","D",204,"80",NA,"Sample",4,2022-02-05 00:29:32,2022-02-05 00:57:50,"69",19700,482,20200,"Feb. 3",306.857142857143,486.142857142857,793,19393.1428571429,-4.14285714285717,19407
"D206","D",206,"81",NA,"Sample",4,2022-02-05 00:58:06,2022-02-05 01:26:14,"70",14800,548,15400,"Feb. 3",306.857142857143,486.142857142857,793,14493.1428571429,61.8571428571428,14607
"D209","D",209,"82",NA,"Sample",4,2022-02-05 01:26:28,2022-02-05 01:54:35,"71",25400,540,25900,"Feb. 3",306.857142857143,486.142857142857,793,25093.1428571429,53.8571428571428,25107
"D210","D",210,"83",NA,"Sample",4,2022-02-05 01:54:49,2022-02-05 02:22:58,"72",18800,549,19300,"Feb. 3",306.857142857143,486.142857142857,793,18493.1428571429,62.8571428571428,18507
"D211","D",211,"84",NA,"Sample",4,2022-02-05 02:23:11,2022-02-05 02:51:18,"73",22500,525,23000,"Feb. 3",306.857142857143,486.142857142857,793,22193.1428571429,38.8571428571428,22207
"D212","D",212,"85",NA,"Sample",4,2022-02-05 02:51:32,2022-02-05 03:19:39,"74",20200,524,20700,"Feb. 3",306.857142857143,486.142857142857,793,19893.1428571429,37.8571428571428,19907
